Rod-and-frame experiment by Bart Alberts and Wim Verhagen, Sensorimotorlab Nijmegen 
Rod-and-frame task: a rod-and-frame stimulus is presented, and the participant has to indicate whether the rod is tilted counterclockwise (left arrow key, response=-1) or clockwise (right arrow key, response=1) with respect to the gravitational vertical.

subjectNr = 13;
nRepetitions = 10;
condition = frame;
location = v;
expDate = 2016_Feb_26_0937;
viewDistance_cm = 57;
30.0 9.0 1.0 0.39
-30.0 3.0 1.0 0.43
-20.0 3.0 1.0 0.37
-40.0 -1.0 1.0 0.34
-35.0 -4.0 1.0 0.40
-40.0 1.0 1.0 0.45
0.0 9.0 1.0 0.35
15.0 6.0 1.0 0.39
5.0 13.0 1.0 0.35
0.0 -7.0 -1.0 0.43
-30.0 13.0 1.0 0.48
35.0 -11.0 -1.0 0.36
20.0 1.0 1.0 0.43
40.0 -11.0 -1.0 0.57
35.0 -4.0 -1.0 0.94
5.0 6.0 1.0 0.31
25.0 -7.0 -1.0 0.42
-40.0 -4.0 1.0 0.35
35.0 6.0 1.0 0.55
0.0 -1.0 -1.0 0.36
-40.0 -7.0 1.0 0.28
15.0 9.0 1.0 0.53
-10.0 -1.0 1.0 0.42
30.0 9.0 1.0 0.30
10.0 -1.0 -1.0 0.78
15.0 -4.0 -1.0 0.44
-20.0 9.0 1.0 0.52
-10.0 6.0 1.0 0.52
40.0 6.0 1.0 0.52
15.0 3.0 -1.0 0.78
-25.0 1.0 1.0 0.49
-15.0 6.0 1.0 0.50
40.0 1.0 -1.0 0.67
10.0 -4.0 -1.0 0.50
25.0 13.0 1.0 0.34
5.0 1.0 -1.0 0.67
15.0 -7.0 -1.0 0.46
20.0 -7.0 -1.0 0.52
-5.0 6.0 1.0 0.47
20.0 13.0 1.0 0.57
-35.0 13.0 1.0 0.39
-30.0 -4.0 -1.0 0.72
-10.0 1.0 1.0 0.36
-30.0 1.0 1.0 0.48
-35.0 6.0 1.0 0.41
-20.0 3.0 1.0 0.41
30.0 -7.0 -1.0 0.64
10.0 1.0 1.0 0.91
-35.0 9.0 1.0 0.54
5.0 9.0 1.0 0.47
-20.0 1.0 1.0 0.41
30.0 3.0 1.0 0.59
10.0 -11.0 -1.0 0.41
15.0 13.0 1.0 0.37
-40.0 3.0 -1.0 0.71
25.0 -11.0 -1.0 0.46
10.0 9.0 1.0 0.37
0.0 6.0 1.0 0.42
-15.0 1.0 1.0 0.39
-35.0 -7.0 -1.0 0.72
-25.0 -11.0 1.0 0.39
25.0 6.0 1.0 0.66
0.0 13.0 1.0 0.52
40.0 -7.0 -1.0 0.54
-10.0 13.0 1.0 0.39
-20.0 -4.0 1.0 1.06
-15.0 -7.0 1.0 0.65
-5.0 -7.0 -1.0 0.41
-20.0 13.0 1.0 0.40
30.0 -11.0 -1.0 0.39
-20.0 -7.0 -1.0 0.72
-45.0 -1.0 1.0 0.74
10.0 -7.0 -1.0 0.44
-45.0 6.0 1.0 0.37
40.0 -11.0 -1.0 0.50
35.0 -4.0 -1.0 0.87
30.0 -4.0 -1.0 0.82
-15.0 3.0 1.0 0.37
-10.0 9.0 1.0 0.32
-15.0 -4.0 1.0 0.32
-25.0 -1.0 1.0 0.31
-35.0 1.0 1.0 0.27
0.0 -4.0 1.0 0.37
10.0 13.0 1.0 0.49
25.0 1.0 -1.0 0.39
-40.0 6.0 1.0 0.30
-10.0 3.0 1.0 0.43
-25.0 -4.0 1.0 0.34
20.0 -11.0 -1.0 0.48
-30.0 13.0 1.0 0.33
0.0 -7.0 -1.0 0.16
20.0 9.0 1.0 0.21
30.0 1.0 -1.0 0.28
40.0 9.0 1.0 0.23
-5.0 -4.0 -1.0 0.05
0.0 -11.0 1.0 0.33
25.0 -4.0 -1.0 0.57
35.0 9.0 1.0 0.32
-15.0 9.0 1.0 0.63
5.0 -4.0 -1.0 0.36
35.0 -7.0 -1.0 0.53
5.0 -1.0 -1.0 0.38
-20.0 -11.0 -1.0 0.45
40.0 -4.0 -1.0 0.67
-15.0 -11.0 -1.0 0.43
25.0 -7.0 -1.0 0.57
35.0 1.0 -1.0 0.40
30.0 -1.0 1.0 0.40
25.0 -1.0 1.0 0.48
-25.0 -7.0 1.0 0.38
-5.0 9.0 1.0 0.47
5.0 -11.0 -1.0 0.51
-45.0 3.0 1.0 0.41
-5.0 13.0 1.0 0.38
-10.0 -11.0 -1.0 0.71
5.0 3.0 1.0 0.30
20.0 -4.0 -1.0 0.48
10.0 3.0 -1.0 0.67
-25.0 9.0 1.0 0.36
15.0 -1.0 -1.0 0.37
25.0 9.0 1.0 0.34
25.0 3.0 1.0 0.61
5.0 -7.0 -1.0 0.54
-30.0 3.0 1.0 0.39
-45.0 9.0 1.0 0.50
40.0 13.0 1.0 0.61
-40.0 9.0 1.0 0.36
10.0 6.0 1.0 1.03
0.0 9.0 1.0 0.45
-15.0 13.0 1.0 0.36
-40.0 -11.0 -1.0 0.63
-5.0 -11.0 -1.0 0.46
35.0 3.0 1.0 0.54
-40.0 13.0 1.0 0.44
-25.0 6.0 1.0 0.39
35.0 -1.0 1.0 1.10
15.0 1.0 -1.0 0.33
30.0 6.0 1.0 0.75
5.0 6.0 1.0 0.55
-45.0 -11.0 -1.0 0.43
-10.0 -4.0 1.0 0.32
-25.0 13.0 1.0 0.44
40.0 3.0 1.0 0.67
-45.0 13.0 1.0 0.38
-35.0 -1.0 1.0 0.41
5.0 13.0 1.0 0.41
20.0 3.0 -1.0 0.65
-45.0 -4.0 -1.0 0.55
-25.0 3.0 1.0 0.79
30.0 13.0 1.0 0.54
15.0 -11.0 -1.0 0.49
20.0 1.0 -1.0 0.44
-5.0 -1.0 1.0 0.71
35.0 -11.0 -1.0 0.56
-40.0 -1.0 -1.0 0.60
-30.0 6.0 -1.0 0.44
-35.0 -4.0 -1.0 0.44
20.0 6.0 -1.0 0.48
-5.0 3.0 1.0 0.63
-45.0 -7.0 -1.0 0.61
-20.0 -1.0 -1.0 0.59
-35.0 3.0 1.0 0.62
35.0 13.0 1.0 0.46
-15.0 -1.0 1.0 0.41
-5.0 1.0 1.0 0.76
-30.0 9.0 1.0 0.46
-30.0 -1.0 1.0 0.71
-20.0 6.0 1.0 0.42
-40.0 1.0 1.0 0.34
-10.0 -7.0 -1.0 0.83
-30.0 -7.0 -1.0 0.53
20.0 -1.0 -1.0 0.54
15.0 6.0 1.0 0.83
-35.0 -11.0 -1.0 0.57
-45.0 1.0 1.0 0.44
0.0 1.0 1.0 0.61
-30.0 -11.0 -1.0 0.55
0.0 3.0 1.0 0.33
40.0 -1.0 1.0 1.64
35.0 -7.0 -1.0 0.93
35.0 9.0 1.0 0.46
15.0 1.0 1.0 1.05
-45.0 13.0 1.0 0.45
-15.0 -7.0 -1.0 0.62
-35.0 1.0 1.0 0.55
10.0 -11.0 -1.0 0.41
-35.0 -11.0 -1.0 0.51
-10.0 -1.0 1.0 0.64
-45.0 6.0 1.0 0.57
-30.0 -4.0 -1.0 0.85
-20.0 6.0 1.0 0.48
-10.0 9.0 1.0 0.40
20.0 1.0 1.0 1.40
40.0 6.0 1.0 0.42
-25.0 -11.0 -1.0 0.58
10.0 6.0 1.0 0.43
20.0 -1.0 -1.0 0.81
30.0 -7.0 -1.0 0.66
-5.0 13.0 1.0 0.39
25.0 6.0 1.0 0.81
10.0 -4.0 -1.0 0.61
30.0 -4.0 -1.0 0.74
30.0 -1.0 -1.0 0.67
25.0 -1.0 -1.0 0.75
35.0 -1.0 -1.0 0.83
0.0 9.0 1.0 0.43
15.0 3.0 1.0 0.73
-10.0 6.0 1.0 0.52
30.0 3.0 1.0 0.51
-35.0 -4.0 1.0 0.64
5.0 1.0 -1.0 0.78
0.0 6.0 1.0 0.51
-20.0 13.0 1.0 0.46
-40.0 13.0 1.0 0.48
-45.0 -1.0 1.0 0.91
-45.0 -7.0 -1.0 0.48
20.0 6.0 1.0 0.40
0.0 -4.0 -1.0 0.51
-15.0 3.0 1.0 0.46
0.0 -1.0 1.0 0.60
-30.0 -11.0 -1.0 0.58
-15.0 9.0 1.0 0.47
30.0 -11.0 -1.0 0.47
-25.0 9.0 1.0 0.62
-5.0 -11.0 -1.0 0.47
-15.0 -1.0 1.0 0.54
5.0 13.0 1.0 0.47
-20.0 -7.0 -1.0 0.96
15.0 13.0 1.0 0.33
10.0 1.0 -1.0 0.47
-20.0 -11.0 -1.0 0.48
15.0 6.0 1.0 0.63
-40.0 -11.0 -1.0 0.40
5.0 -4.0 -1.0 0.66
25.0 -7.0 -1.0 0.59
-15.0 1.0 1.0 0.73
-20.0 -4.0 1.0 0.44
-35.0 -7.0 -1.0 1.02
35.0 13.0 1.0 0.27
-40.0 -7.0 -1.0 0.44
-25.0 -1.0 1.0 0.43
-25.0 -4.0 1.0 0.70
-35.0 9.0 1.0 0.44
-20.0 -1.0 1.0 0.48
-30.0 -1.0 1.0 0.33
20.0 -11.0 -1.0 0.47
-35.0 -1.0 1.0 0.37
-45.0 1.0 1.0 0.53
-5.0 1.0 1.0 0.48
20.0 13.0 1.0 0.43
-25.0 1.0 1.0 0.36
25.0 3.0 1.0 0.49
-25.0 13.0 1.0 0.36
35.0 6.0 1.0 0.33
-30.0 13.0 1.0 0.39
35.0 3.0 1.0 0.43
40.0 -1.0 1.0 0.41
-40.0 3.0 1.0 0.53
40.0 3.0 1.0 0.47
40.0 -11.0 -1.0 0.58
10.0 3.0 1.0 0.95
-40.0 -4.0 -1.0 0.50
25.0 13.0 1.0 0.59
-25.0 6.0 1.0 0.60
25.0 1.0 1.0 0.66
30.0 9.0 1.0 0.43
-10.0 -11.0 -1.0 0.53
-35.0 13.0 1.0 0.40
10.0 -7.0 -1.0 0.45
20.0 -4.0 -1.0 0.54
-5.0 -4.0 1.0 1.19
-30.0 -7.0 1.0 0.76
-30.0 9.0 1.0 0.41
-20.0 3.0 1.0 0.35
0.0 13.0 1.0 0.52
-5.0 9.0 1.0 0.37
-10.0 1.0 1.0 0.74
-5.0 -1.0 1.0 0.35
5.0 9.0 1.0 0.50
-30.0 6.0 1.0 0.52
10.0 -1.0 -1.0 0.90
-45.0 3.0 1.0 1.01
0.0 1.0 1.0 0.98
15.0 -4.0 -1.0 0.63
40.0 -7.0 -1.0 0.58
15.0 9.0 1.0 0.61
5.0 6.0 1.0 0.62
-35.0 3.0 1.0 0.74
40.0 9.0 1.0 0.52
-45.0 9.0 1.0 0.46
-5.0 6.0 1.0 0.47
15.0 -11.0 -1.0 0.47
-15.0 -11.0 -1.0 0.57
30.0 13.0 1.0 0.45
20.0 3.0 -1.0 1.01
0.0 3.0 1.0 0.43
15.0 -7.0 -1.0 0.38
-10.0 13.0 1.0 0.51
-25.0 3.0 1.0 0.47
-15.0 -4.0 1.0 0.67
-40.0 -1.0 -1.0 1.23
-5.0 3.0 1.0 0.47
-30.0 3.0 1.0 0.59
10.0 9.0 1.0 0.47
-45.0 -11.0 -1.0 0.46
25.0 -4.0 -1.0 0.61
-45.0 -4.0 1.0 1.88
-15.0 6.0 1.0 0.49
-10.0 3.0 1.0 0.33
30.0 1.0 1.0 0.46
30.0 6.0 1.0 0.38
15.0 -1.0 -1.0 0.74
40.0 -4.0 -1.0 0.45
-35.0 6.0 1.0 0.50
-10.0 -4.0 1.0 0.48
10.0 13.0 1.0 0.50
-40.0 6.0 1.0 0.42
0.0 -11.0 -1.0 0.57
-40.0 1.0 1.0 0.35
5.0 -11.0 -1.0 0.40
-40.0 9.0 1.0 0.34
5.0 -7.0 -1.0 0.35
35.0 -4.0 -1.0 0.85
-30.0 1.0 1.0 0.57
-20.0 9.0 1.0 0.37
20.0 9.0 1.0 0.43
40.0 1.0 1.0 0.86
-10.0 -7.0 -1.0 0.54
5.0 -1.0 -1.0 0.64
35.0 -11.0 -1.0 0.54
20.0 -7.0 -1.0 0.41
25.0 -11.0 -1.0 0.37
25.0 9.0 -1.0 1.23
40.0 13.0 1.0 0.35
-20.0 1.0 -1.0 0.32
35.0 1.0 1.0 0.66
-25.0 -7.0 -1.0 0.44
-5.0 -7.0 -1.0 0.43
0.0 -7.0 -1.0 0.40
5.0 3.0 1.0 0.59
-15.0 13.0 1.0 0.52
-30.0 -7.0 -1.0 0.59
-45.0 -1.0 1.0 0.95
30.0 9.0 1.0 0.43
-40.0 -11.0 -1.0 0.50
10.0 -4.0 -1.0 0.58
0.0 -1.0 -1.0 0.88
-15.0 9.0 1.0 0.39
5.0 -11.0 -1.0 0.45
5.0 3.0 1.0 1.13
5.0 6.0 1.0 0.43
5.0 -7.0 -1.0 0.46
-20.0 1.0 1.0 0.32
15.0 -1.0 -1.0 0.93
15.0 -7.0 -1.0 0.51
-30.0 -1.0 1.0 0.80
-30.0 3.0 1.0 0.36
20.0 -1.0 -1.0 0.78
20.0 1.0 -1.0 0.68
0.0 -7.0 -1.0 0.45
30.0 3.0 -1.0 0.83
30.0 -11.0 -1.0 0.47
0.0 -11.0 -1.0 0.57
-10.0 3.0 1.0 0.48
-5.0 9.0 1.0 0.44
5.0 -1.0 -1.0 0.50
30.0 6.0 1.0 0.71
-10.0 -7.0 -1.0 0.27
-20.0 -11.0 -1.0 0.49
-40.0 3.0 1.0 0.86
30.0 -7.0 -1.0 0.39
0.0 1.0 1.0 0.65
0.0 3.0 1.0 0.54
-15.0 13.0 1.0 0.47
25.0 -11.0 -1.0 0.40
30.0 13.0 1.0 0.35
-30.0 6.0 1.0 0.60
-30.0 1.0 1.0 0.55
-45.0 6.0 1.0 0.54
35.0 1.0 1.0 0.50
40.0 6.0 1.0 0.44
40.0 1.0 -1.0 1.20
-5.0 3.0 1.0 0.43
-10.0 9.0 1.0 0.55
-35.0 1.0 1.0 0.80
0.0 6.0 1.0 0.48
-40.0 -1.0 -1.0 0.89
25.0 -7.0 -1.0 0.42
-20.0 -1.0 1.0 1.23
-25.0 3.0 1.0 0.55
-30.0 9.0 1.0 0.40
15.0 -11.0 -1.0 0.59
-15.0 1.0 1.0 0.49
15.0 13.0 1.0 0.45
-25.0 9.0 1.0 0.77
35.0 -1.0 1.0 0.79
15.0 -4.0 -1.0 0.54
-35.0 9.0 1.0 0.46
-10.0 13.0 1.0 0.54
-10.0 6.0 1.0 0.48
-35.0 3.0 1.0 0.97
35.0 6.0 1.0 0.45
-45.0 -7.0 -1.0 0.54
40.0 9.0 1.0 0.47
40.0 -1.0 -1.0 0.82
-25.0 -11.0 -1.0 0.52
40.0 -11.0 -1.0 0.46
15.0 6.0 1.0 0.56
5.0 -4.0 -1.0 0.38
-20.0 13.0 1.0 0.38
25.0 13.0 1.0 0.58
35.0 -7.0 -1.0 0.44
-40.0 6.0 1.0 0.58
-35.0 -7.0 -1.0 0.52
-25.0 13.0 1.0 0.42
-45.0 -11.0 -1.0 0.35
-15.0 -4.0 1.0 0.51
-20.0 -4.0 1.0 0.57
15.0 3.0 1.0 0.39
-20.0 -7.0 1.0 0.71
-25.0 1.0 1.0 0.48
-35.0 6.0 1.0 0.64
5.0 1.0 -1.0 0.85
-10.0 -1.0 1.0 0.53
-30.0 -11.0 -1.0 0.51
10.0 -7.0 -1.0 0.55
10.0 9.0 1.0 0.52
-5.0 13.0 1.0 0.48
25.0 1.0 -1.0 0.84
-15.0 -11.0 -1.0 0.55
-15.0 -7.0 -1.0 0.85
30.0 1.0 1.0 0.51
-40.0 9.0 1.0 0.39
-30.0 -4.0 1.0 0.41
35.0 3.0 1.0 0.51
20.0 3.0 1.0 0.50
-25.0 -4.0 1.0 1.56
20.0 6.0 1.0 1.05
-45.0 1.0 1.0 0.37
-45.0 13.0 1.0 0.47
-40.0 1.0 1.0 0.38
-5.0 -4.0 -1.0 0.95
20.0 -11.0 -1.0 0.44
35.0 -11.0 -1.0 0.49
10.0 -1.0 -1.0 0.82
10.0 6.0 1.0 0.59
10.0 -11.0 -1.0 0.66
-10.0 1.0 1.0 0.36
20.0 13.0 1.0 0.48
15.0 9.0 1.0 0.55
-15.0 6.0 1.0 0.41
0.0 -4.0 -1.0 0.56
35.0 9.0 1.0 0.36
40.0 -7.0 -1.0 0.56
-20.0 6.0 1.0 0.56
35.0 13.0 1.0 0.52
0.0 13.0 1.0 0.63
-15.0 3.0 1.0 0.37
-25.0 -1.0 1.0 0.45
-25.0 6.0 1.0 0.45
-40.0 13.0 1.0 0.49
25.0 3.0 -1.0 0.96
-20.0 9.0 1.0 0.51
25.0 -4.0 -1.0 0.83
-40.0 -7.0 -1.0 0.50
-10.0 -11.0 -1.0 0.55
-35.0 -11.0 -1.0 0.44
-10.0 -4.0 1.0 0.89
15.0 1.0 1.0 0.67
-45.0 9.0 1.0 0.40
-5.0 -1.0 1.0 0.80
10.0 1.0 -1.0 0.74
-15.0 -1.0 1.0 0.63
25.0 9.0 1.0 0.44
20.0 -7.0 -1.0 0.42
5.0 9.0 1.0 0.37
-5.0 -11.0 -1.0 0.35
5.0 13.0 1.0 0.32
-5.0 1.0 1.0 0.52
-45.0 3.0 1.0 0.50
0.0 9.0 1.0 0.47
-40.0 -4.0 -1.0 0.68
20.0 9.0 1.0 0.35
40.0 -4.0 -1.0 0.52
30.0 -1.0 -1.0 0.68
-25.0 -7.0 1.0 0.44
25.0 6.0 1.0 0.43
20.0 -4.0 -1.0 0.69
40.0 13.0 1.0 0.51
40.0 3.0 1.0 0.83
-35.0 -4.0 -1.0 0.72
30.0 -4.0 -1.0 0.56
-35.0 -1.0 1.0 1.31
-30.0 13.0 1.0 0.37
-5.0 6.0 1.0 0.49
35.0 -4.0 -1.0 0.72
-45.0 -4.0 -1.0 0.77
-5.0 -7.0 -1.0 0.41
10.0 13.0 1.0 0.45
10.0 3.0 -1.0 0.58
25.0 -1.0 -1.0 0.46
-35.0 13.0 1.0 0.61
-20.0 3.0 1.0 0.82
35.0 13.0 1.0 0.36
30.0 13.0 1.0 0.35
-45.0 -7.0 -1.0 0.63
25.0 13.0 1.0 0.52
30.0 -11.0 -1.0 0.46
40.0 -7.0 -1.0 0.70
-35.0 9.0 1.0 0.45
-30.0 -4.0 -1.0 0.34
0.0 9.0 1.0 0.38
-40.0 1.0 -1.0 0.70
10.0 13.0 1.0 0.34
-30.0 -11.0 -1.0 0.45
0.0 -7.0 -1.0 0.47
10.0 1.0 -1.0 0.62
-45.0 -4.0 -1.0 0.98
5.0 9.0 1.0 0.36
-15.0 1.0 1.0 0.48
-25.0 -4.0 1.0 0.42
-15.0 6.0 1.0 0.59
-15.0 -7.0 -1.0 0.83
35.0 1.0 -1.0 0.82
-25.0 9.0 1.0 0.51
-5.0 6.0 1.0 0.56
-15.0 -11.0 -1.0 0.55
-20.0 -11.0 -1.0 0.45
-35.0 -7.0 -1.0 0.52
-40.0 -11.0 -1.0 0.47
-45.0 1.0 1.0 0.51
-10.0 -7.0 -1.0 0.74
0.0 6.0 1.0 0.40
25.0 -1.0 1.0 0.90
40.0 13.0 1.0 0.49
-10.0 13.0 1.0 0.49
25.0 6.0 1.0 0.45
15.0 13.0 1.0 0.51
0.0 3.0 1.0 0.89
15.0 -4.0 -1.0 0.56
40.0 -1.0 -1.0 1.27
-45.0 3.0 1.0 0.54
35.0 -7.0 -1.0 0.54
35.0 9.0 1.0 0.48
-45.0 13.0 1.0 0.51
-15.0 9.0 1.0 0.39
-30.0 13.0 1.0 0.45
40.0 3.0 1.0 0.38
-25.0 -1.0 1.0 0.53
-45.0 9.0 1.0 0.41
-10.0 -4.0 1.0 0.61
-35.0 13.0 1.0 0.49
-20.0 13.0 1.0 0.42
-10.0 -11.0 -1.0 0.57
-5.0 -11.0 -1.0 0.42
-10.0 3.0 1.0 0.39
5.0 -1.0 -1.0 0.64
20.0 13.0 1.0 0.37
35.0 -11.0 -1.0 0.45
40.0 6.0 1.0 0.32
-20.0 6.0 1.0 0.47
30.0 -4.0 -1.0 0.71
-20.0 -1.0 1.0 0.44
-35.0 -4.0 -1.0 0.28
-10.0 -1.0 1.0 0.43
-30.0 3.0 1.0 0.74
35.0 -4.0 1.0 1.19
10.0 -1.0 -1.0 0.59
-40.0 -7.0 -1.0 0.56
-35.0 -1.0 -1.0 0.80
0.0 13.0 1.0 0.42
30.0 -7.0 -1.0 0.40
20.0 -7.0 -1.0 0.50
30.0 -1.0 -1.0 0.70
-40.0 -4.0 -1.0 0.49
5.0 -4.0 -1.0 0.40
-20.0 1.0 1.0 0.56
-5.0 -4.0 -1.0 1.03
5.0 13.0 1.0 0.34
5.0 3.0 -1.0 0.73
30.0 1.0 -1.0 0.46
20.0 6.0 1.0 0.56
5.0 1.0 -1.0 0.75
-5.0 9.0 1.0 0.48
-40.0 13.0 1.0 0.48
-30.0 1.0 1.0 0.85
15.0 9.0 1.0 0.48
-25.0 -7.0 -1.0 0.72
-30.0 -1.0 1.0 0.41
-40.0 9.0 1.0 0.54
-25.0 -11.0 -1.0 0.56
-35.0 3.0 1.0 0.45
-45.0 -11.0 -1.0 0.49
-10.0 6.0 1.0 0.44
5.0 6.0 1.0 0.58
-5.0 3.0 1.0 0.48
15.0 -7.0 -1.0 0.64
-45.0 -1.0 1.0 0.45
-5.0 -7.0 -1.0 0.59
30.0 9.0 1.0 0.47
30.0 3.0 1.0 0.44
-25.0 1.0 1.0 0.47
40.0 9.0 1.0 0.43
40.0 -4.0 -1.0 0.88
20.0 -1.0 -1.0 0.74
10.0 -7.0 -1.0 0.80
0.0 1.0 1.0 0.70
40.0 1.0 1.0 0.35
-10.0 1.0 1.0 0.43
10.0 9.0 1.0 0.40
20.0 -4.0 -1.0 0.61
0.0 -4.0 -1.0 0.46
-25.0 3.0 1.0 0.41
-15.0 3.0 1.0 0.39
-25.0 13.0 1.0 0.46
-15.0 13.0 1.0 0.40
35.0 3.0 1.0 1.18
5.0 -7.0 -1.0 0.38
-35.0 1.0 1.0 0.52
0.0 -11.0 -1.0 0.46
25.0 -11.0 -1.0 0.66
-5.0 13.0 1.0 0.40
20.0 3.0 1.0 0.73
-40.0 6.0 1.0 0.48
-25.0 6.0 1.0 0.54
25.0 -7.0 -1.0 0.60
15.0 6.0 1.0 0.55
-30.0 6.0 1.0 0.51
-15.0 -4.0 1.0 0.83
-10.0 9.0 1.0 0.48
25.0 1.0 1.0 0.76
20.0 -11.0 -1.0 0.61
-40.0 -1.0 1.0 0.49
-5.0 -1.0 1.0 0.49
-15.0 -1.0 1.0 0.61
