Rod-and-frame experiment by Bart Alberts and Wim Verhagen, Sensorimotorlab Nijmegen 
Rod-and-frame task: a rod-and-frame stimulus is presented, and the participant has to indicate whether the rod is tilted counterclockwise (left arrow key, response=-1) or clockwise (right arrow key, response=1) with respect to the gravitational vertical.

subjectNr = 6;
nRepetitions = 10;
condition = tilt30;
location = v;
expDate = 2016_Feb_29_1008;
viewDistance_cm = 57;
-35.0 -13.0 -1.0 0.80
10.0 4.0 1.0 0.41
-5.0 -13.0 -1.0 0.54
0.0 0.0 1.0 0.68
25.0 12.0 1.0 0.34
-20.0 -3.0 1.0 0.43
10.0 12.0 1.0 0.48
5.0 -8.0 1.0 0.92
-35.0 4.0 1.0 0.45
30.0 -13.0 1.0 0.35
40.0 7.0 1.0 0.42
15.0 -3.0 1.0 0.44
25.0 0.0 1.0 0.38
-10.0 -8.0 1.0 0.43
-30.0 -8.0 1.0 0.54
-30.0 12.0 1.0 0.45
-20.0 0.0 1.0 0.42
0.0 -13.0 -1.0 0.50
35.0 4.0 1.0 0.66
-35.0 0.0 1.0 0.38
-45.0 -8.0 1.0 0.39
15.0 2.0 1.0 0.45
-15.0 -8.0 1.0 0.64
35.0 7.0 1.0 0.41
-35.0 -8.0 1.0 0.46
-5.0 -3.0 1.0 0.43
0.0 17.0 1.0 0.44
-45.0 12.0 1.0 0.49
40.0 -3.0 1.0 0.61
20.0 7.0 1.0 0.36
10.0 7.0 1.0 0.37
20.0 4.0 1.0 0.36
0.0 4.0 1.0 0.38
-30.0 0.0 1.0 0.31
-35.0 -3.0 1.0 0.45
25.0 -3.0 1.0 0.32
-15.0 -3.0 1.0 0.33
-30.0 2.0 1.0 0.32
15.0 4.0 1.0 0.31
30.0 7.0 1.0 0.29
30.0 17.0 1.0 0.32
35.0 17.0 1.0 0.31
40.0 0.0 1.0 0.44
-25.0 12.0 1.0 0.34
-20.0 -3.0 1.0 0.28
20.0 -3.0 1.0 0.59
40.0 -8.0 1.0 0.34
-35.0 2.0 1.0 0.38
-10.0 12.0 1.0 0.36
25.0 4.0 1.0 0.38
5.0 0.0 1.0 0.38
-25.0 -8.0 -1.0 0.40
-20.0 2.0 1.0 0.47
15.0 17.0 1.0 0.36
10.0 -13.0 -1.0 0.42
40.0 -13.0 -1.0 0.37
-25.0 2.0 1.0 0.40
-25.0 0.0 1.0 0.44
-15.0 4.0 1.0 0.39
-5.0 4.0 1.0 0.29
-10.0 17.0 1.0 0.33
35.0 -3.0 -1.0 0.50
-10.0 7.0 1.0 0.36
-30.0 -8.0 -1.0 0.75
35.0 -8.0 -1.0 0.39
-15.0 7.0 1.0 0.44
-40.0 7.0 1.0 0.45
10.0 0.0 -1.0 0.50
-25.0 -13.0 -1.0 0.36
10.0 -3.0 -1.0 0.41
-40.0 -8.0 -1.0 0.29
-35.0 -13.0 -1.0 0.28
15.0 7.0 1.0 0.54
0.0 12.0 1.0 0.37
10.0 -8.0 -1.0 0.49
30.0 0.0 1.0 0.46
0.0 -8.0 -1.0 0.33
-35.0 7.0 1.0 0.39
-10.0 0.0 1.0 0.38
-35.0 17.0 1.0 0.38
40.0 2.0 1.0 0.35
20.0 2.0 1.0 0.40
-15.0 0.0 1.0 0.51
20.0 -13.0 -1.0 0.52
5.0 2.0 1.0 0.46
-20.0 17.0 1.0 0.28
-25.0 -3.0 1.0 0.43
-15.0 -13.0 -1.0 0.46
-15.0 12.0 1.0 0.40
10.0 4.0 1.0 0.60
-45.0 0.0 1.0 0.43
-40.0 17.0 1.0 0.43
-40.0 -13.0 -1.0 0.49
35.0 12.0 1.0 0.33
5.0 -13.0 -1.0 0.59
-20.0 -8.0 -1.0 0.52
-30.0 -3.0 -1.0 0.40
5.0 12.0 1.0 0.58
-5.0 17.0 1.0 0.31
40.0 17.0 1.0 0.38
-45.0 17.0 1.0 0.32
-30.0 7.0 1.0 0.50
30.0 4.0 1.0 0.35
0.0 2.0 1.0 0.37
-40.0 2.0 1.0 0.31
20.0 12.0 1.0 0.39
20.0 0.0 1.0 0.32
-45.0 -3.0 -1.0 0.52
-35.0 4.0 1.0 0.61
25.0 7.0 1.0 0.48
-40.0 12.0 1.0 0.58
-30.0 4.0 1.0 0.70
-20.0 7.0 1.0 0.37
30.0 2.0 1.0 0.40
30.0 -8.0 -1.0 0.76
5.0 17.0 1.0 0.42
-40.0 4.0 1.0 0.72
-30.0 17.0 1.0 0.34
30.0 12.0 1.0 0.34
25.0 -13.0 -1.0 0.64
30.0 -13.0 -1.0 0.43
-10.0 -8.0 -1.0 0.39
-10.0 2.0 1.0 0.54
-25.0 4.0 1.0 0.38
-10.0 -13.0 -1.0 0.50
25.0 12.0 1.0 0.39
-5.0 -8.0 -1.0 0.69
-35.0 12.0 1.0 0.45
-45.0 2.0 1.0 0.36
10.0 17.0 1.0 0.31
0.0 7.0 1.0 0.29
-20.0 12.0 1.0 0.31
20.0 17.0 1.0 0.30
-45.0 4.0 1.0 0.47
-10.0 4.0 1.0 0.33
-5.0 7.0 1.0 0.33
15.0 0.0 1.0 0.38
30.0 -3.0 -1.0 0.51
5.0 -8.0 -1.0 0.39
-5.0 -13.0 -1.0 0.39
-10.0 -3.0 -1.0 0.44
35.0 -13.0 -1.0 0.36
-20.0 4.0 1.0 0.57
-5.0 12.0 1.0 0.39
-15.0 2.0 1.0 0.42
-40.0 -3.0 -1.0 0.55
10.0 12.0 1.0 0.35
5.0 4.0 1.0 0.46
-20.0 -13.0 -1.0 0.57
0.0 0.0 1.0 0.73
25.0 0.0 1.0 0.69
5.0 -3.0 1.0 0.41
40.0 12.0 1.0 0.48
-30.0 -13.0 -1.0 0.67
35.0 0.0 -1.0 0.42
25.0 -8.0 -1.0 0.47
20.0 -8.0 -1.0 0.36
15.0 12.0 1.0 0.62
0.0 -3.0 1.0 0.35
5.0 7.0 1.0 0.45
40.0 4.0 1.0 0.44
10.0 2.0 1.0 0.55
-45.0 7.0 1.0 0.37
15.0 -3.0 -1.0 0.46
-40.0 0.0 1.0 0.63
-5.0 2.0 1.0 0.50
-45.0 -13.0 -1.0 0.49
15.0 -8.0 -1.0 0.32
-25.0 7.0 1.0 0.36
15.0 -13.0 -1.0 0.45
-5.0 0.0 1.0 0.34
25.0 17.0 1.0 0.41
-25.0 17.0 1.0 0.52
-15.0 17.0 1.0 0.48
35.0 2.0 1.0 0.77
40.0 7.0 1.0 0.46
25.0 2.0 -1.0 1.68
-10.0 12.0 1.0 0.51
10.0 17.0 1.0 0.44
40.0 12.0 1.0 0.58
0.0 -8.0 -1.0 0.46
-20.0 -13.0 -1.0 0.34
-40.0 4.0 1.0 0.69
-35.0 -13.0 -1.0 0.43
-40.0 -8.0 -1.0 0.40
-5.0 -3.0 -1.0 0.42
20.0 4.0 1.0 0.32
-40.0 12.0 1.0 0.36
-5.0 2.0 1.0 0.45
20.0 -3.0 1.0 0.38
35.0 -8.0 -1.0 0.54
25.0 7.0 1.0 0.40
-45.0 17.0 1.0 0.36
15.0 7.0 1.0 0.35
-15.0 2.0 1.0 0.48
-30.0 -8.0 -1.0 0.50
25.0 2.0 1.0 0.38
5.0 7.0 1.0 0.40
-15.0 -13.0 -1.0 0.36
0.0 0.0 1.0 0.40
-40.0 -13.0 -1.0 0.46
30.0 -13.0 -1.0 0.38
0.0 -13.0 -1.0 0.39
10.0 -8.0 -1.0 0.36
35.0 7.0 1.0 0.34
5.0 -8.0 -1.0 0.41
30.0 17.0 1.0 0.35
35.0 4.0 -1.0 0.45
40.0 -3.0 -1.0 0.48
-5.0 -8.0 -1.0 0.45
20.0 -8.0 1.0 0.27
-20.0 -8.0 -1.0 0.47
30.0 -8.0 -1.0 0.46
15.0 -8.0 -1.0 0.48
25.0 -3.0 1.0 0.68
35.0 -3.0 1.0 0.65
25.0 17.0 1.0 0.41
-45.0 -3.0 -1.0 0.49
0.0 2.0 1.0 0.46
-30.0 12.0 1.0 0.41
5.0 12.0 1.0 0.38
15.0 4.0 -1.0 0.60
-25.0 -3.0 1.0 1.61
40.0 7.0 1.0 1.23
-35.0 -3.0 -1.0 0.60
10.0 7.0 1.0 0.42
-10.0 -8.0 -1.0 0.81
10.0 -3.0 -1.0 0.43
25.0 4.0 1.0 0.33
-20.0 -3.0 1.0 0.72
35.0 2.0 -1.0 0.62
-25.0 12.0 1.0 0.34
15.0 -13.0 -1.0 0.44
-20.0 7.0 1.0 0.40
-15.0 -8.0 -1.0 0.54
25.0 0.0 1.0 0.45
-20.0 12.0 1.0 0.33
0.0 4.0 1.0 0.67
5.0 2.0 1.0 0.85
40.0 17.0 1.0 0.45
-30.0 -3.0 -1.0 0.60
-10.0 4.0 1.0 0.39
20.0 7.0 1.0 0.62
-30.0 7.0 1.0 0.40
-40.0 17.0 1.0 0.33
-20.0 17.0 1.0 0.51
15.0 0.0 -1.0 0.48
-25.0 2.0 -1.0 0.58
-40.0 7.0 1.0 0.40
5.0 -3.0 1.0 0.33
-5.0 -13.0 -1.0 0.51
-25.0 0.0 -1.0 0.64
5.0 17.0 1.0 0.36
25.0 -8.0 -1.0 0.44
5.0 -13.0 -1.0 0.57
-10.0 -13.0 -1.0 0.32
30.0 -3.0 -1.0 0.40
-30.0 0.0 -1.0 0.44
30.0 4.0 1.0 0.47
-15.0 4.0 1.0 0.40
-45.0 12.0 1.0 0.39
35.0 0.0 1.0 0.48
30.0 0.0 1.0 0.50
-10.0 2.0 1.0 0.49
-40.0 2.0 1.0 0.36
25.0 12.0 1.0 0.35
30.0 7.0 1.0 0.37
10.0 -13.0 -1.0 0.45
20.0 -13.0 -1.0 0.41
-10.0 0.0 -1.0 0.29
-45.0 2.0 -1.0 0.50
-5.0 17.0 1.0 0.43
-10.0 -3.0 1.0 0.61
0.0 12.0 1.0 0.42
-20.0 4.0 1.0 0.40
15.0 12.0 1.0 0.49
-10.0 7.0 1.0 0.38
40.0 4.0 1.0 0.38
-35.0 -8.0 -1.0 0.51
30.0 12.0 1.0 0.44
0.0 17.0 1.0 0.40
5.0 0.0 1.0 0.34
10.0 4.0 1.0 0.54
-40.0 0.0 1.0 0.88
-30.0 17.0 1.0 0.57
-5.0 7.0 1.0 0.39
-25.0 7.0 1.0 0.38
40.0 -13.0 -1.0 0.43
25.0 -13.0 -1.0 0.33
35.0 12.0 1.0 0.39
-35.0 0.0 -1.0 0.59
20.0 17.0 1.0 0.41
-35.0 4.0 -1.0 0.51
35.0 -13.0 -1.0 0.38
-45.0 0.0 -1.0 0.39
-15.0 7.0 -1.0 0.34
-25.0 4.0 -1.0 0.47
-5.0 0.0 1.0 0.65
0.0 7.0 1.0 0.35
20.0 2.0 1.0 0.36
-15.0 12.0 1.0 0.37
-25.0 -8.0 1.0 0.88
-5.0 4.0 1.0 0.42
-20.0 2.0 1.0 0.34
-10.0 17.0 1.0 0.34
-30.0 4.0 1.0 0.31
-20.0 0.0 1.0 0.35
-30.0 2.0 1.0 0.38
5.0 4.0 1.0 0.35
-25.0 -13.0 1.0 0.34
15.0 17.0 1.0 0.37
10.0 2.0 1.0 0.37
-5.0 12.0 1.0 0.34
10.0 0.0 1.0 0.33
15.0 -3.0 1.0 0.37
15.0 2.0 1.0 0.37
-15.0 17.0 1.0 0.56
20.0 12.0 1.0 0.32
-30.0 -13.0 1.0 0.53
40.0 2.0 1.0 0.36
-45.0 -8.0 1.0 0.41
-35.0 12.0 1.0 0.32
-25.0 17.0 1.0 0.30
-35.0 17.0 1.0 0.34
-45.0 7.0 1.0 0.39
40.0 0.0 1.0 0.35
30.0 2.0 1.0 0.41
0.0 -3.0 1.0 0.58
10.0 12.0 1.0 0.33
-45.0 -13.0 1.0 0.66
20.0 0.0 1.0 0.35
-35.0 2.0 1.0 0.38
-35.0 7.0 1.0 0.36
40.0 -8.0 1.0 0.66
-45.0 4.0 1.0 0.33
-15.0 0.0 1.0 0.31
35.0 17.0 1.0 0.33
-15.0 -3.0 1.0 0.37
-40.0 -3.0 1.0 0.36
-20.0 -8.0 1.0 0.34
30.0 17.0 1.0 0.35
-10.0 -8.0 1.0 0.35
-45.0 -3.0 1.0 0.38
-5.0 -3.0 1.0 0.34
30.0 4.0 1.0 0.29
-25.0 7.0 1.0 0.34
-40.0 17.0 1.0 0.34
10.0 -13.0 1.0 0.81
-20.0 12.0 1.0 0.36
35.0 -8.0 1.0 0.36
-30.0 12.0 1.0 0.35
20.0 2.0 1.0 1.03
10.0 4.0 1.0 0.41
10.0 0.0 1.0 0.47
-20.0 -3.0 1.0 0.38
-5.0 -13.0 1.0 0.80
30.0 2.0 1.0 0.39
25.0 4.0 1.0 0.31
20.0 7.0 1.0 0.34
40.0 -3.0 1.0 0.30
35.0 -3.0 1.0 0.35
30.0 -8.0 1.0 0.37
35.0 2.0 1.0 0.37
0.0 -8.0 1.0 0.35
-35.0 2.0 1.0 0.36
-40.0 -3.0 1.0 0.32
-30.0 17.0 1.0 0.33
5.0 -3.0 1.0 0.47
0.0 0.0 1.0 0.36
-15.0 -13.0 1.0 0.32
30.0 0.0 1.0 0.67
25.0 -3.0 1.0 0.64
10.0 7.0 1.0 0.40
30.0 -13.0 -1.0 1.16
0.0 2.0 1.0 0.55
-45.0 7.0 1.0 0.80
-5.0 0.0 1.0 0.52
-5.0 17.0 1.0 0.44
-10.0 7.0 1.0 0.34
-10.0 2.0 1.0 0.35
20.0 12.0 1.0 0.31
40.0 -8.0 1.0 0.31
10.0 -8.0 -1.0 0.53
35.0 12.0 1.0 0.43
30.0 -3.0 1.0 0.92
25.0 -8.0 1.0 0.86
15.0 -8.0 1.0 0.58
-35.0 7.0 1.0 0.42
15.0 12.0 1.0 0.60
-15.0 0.0 1.0 0.81
-45.0 17.0 1.0 0.59
25.0 12.0 1.0 0.34
-30.0 -3.0 1.0 0.36
-40.0 2.0 1.0 0.46
5.0 17.0 1.0 0.43
-45.0 12.0 1.0 0.40
40.0 4.0 1.0 0.46
0.0 4.0 1.0 0.55
40.0 2.0 1.0 0.58
0.0 -3.0 1.0 0.81
30.0 12.0 1.0 0.42
10.0 12.0 1.0 0.35
20.0 0.0 1.0 0.36
35.0 4.0 1.0 0.41
-25.0 -8.0 -1.0 0.54
-20.0 7.0 1.0 0.45
-35.0 -3.0 -1.0 0.34
-15.0 4.0 1.0 0.44
-30.0 2.0 1.0 0.40
-30.0 -8.0 -1.0 0.38
20.0 4.0 -1.0 0.39
20.0 -8.0 -1.0 0.41
-5.0 -8.0 -1.0 0.37
-40.0 0.0 -1.0 0.35
25.0 7.0 -1.0 0.39
-15.0 -3.0 -1.0 0.52
-15.0 2.0 -1.0 0.44
-15.0 12.0 1.0 0.54
15.0 7.0 1.0 0.57
-40.0 -13.0 -1.0 0.50
25.0 17.0 1.0 0.40
-25.0 -13.0 -1.0 0.36
20.0 17.0 1.0 0.40
0.0 -13.0 -1.0 0.42
-5.0 7.0 1.0 0.57
-30.0 4.0 -1.0 0.53
-5.0 12.0 1.0 0.47
20.0 -3.0 -1.0 0.44
-35.0 -13.0 -1.0 0.73
-25.0 12.0 1.0 0.43
-40.0 12.0 1.0 0.40
35.0 7.0 1.0 0.39
-25.0 -3.0 -1.0 0.38
5.0 0.0 -1.0 0.49
-10.0 0.0 -1.0 0.54
30.0 7.0 -1.0 0.42
15.0 -13.0 -1.0 0.46
-35.0 17.0 1.0 0.61
-45.0 2.0 1.0 0.34
0.0 7.0 1.0 0.47
-20.0 2.0 1.0 0.53
40.0 7.0 1.0 0.39
-35.0 12.0 1.0 0.49
10.0 17.0 1.0 0.36
-20.0 0.0 -1.0 0.90
25.0 -13.0 -1.0 0.44
-45.0 0.0 -1.0 0.50
35.0 17.0 1.0 0.48
40.0 -13.0 -1.0 1.43
-20.0 4.0 1.0 0.49
-40.0 -8.0 -1.0 0.48
15.0 2.0 1.0 0.61
25.0 0.0 1.0 0.53
-45.0 -8.0 -1.0 0.39
-5.0 4.0 1.0 0.48
0.0 12.0 1.0 0.57
35.0 -13.0 -1.0 0.62
-25.0 0.0 1.0 0.61
15.0 17.0 1.0 0.39
-30.0 -13.0 -1.0 0.35
40.0 12.0 1.0 0.45
35.0 0.0 1.0 0.49
25.0 2.0 1.0 0.42
-20.0 -13.0 -1.0 0.36
-10.0 -13.0 -1.0 0.66
-5.0 2.0 -1.0 2.47
5.0 12.0 1.0 0.43
5.0 7.0 1.0 0.34
-30.0 7.0 1.0 0.46
5.0 4.0 1.0 0.57
-10.0 12.0 1.0 0.46
-10.0 17.0 1.0 0.35
-10.0 -3.0 1.0 0.40
40.0 0.0 1.0 0.82
-45.0 4.0 1.0 0.51
-15.0 17.0 1.0 2.12
-35.0 0.0 1.0 1.02
5.0 -13.0 -1.0 0.45
-40.0 4.0 1.0 0.46
15.0 0.0 1.0 0.52
-35.0 4.0 1.0 1.30
-25.0 17.0 1.0 0.61
15.0 4.0 1.0 0.41
40.0 17.0 1.0 0.39
-20.0 17.0 1.0 0.54
-45.0 -13.0 -1.0 0.44
15.0 -3.0 -1.0 0.47
-40.0 7.0 1.0 0.42
-30.0 0.0 -1.0 0.45
10.0 2.0 1.0 0.43
-25.0 2.0 1.0 0.40
10.0 -3.0 -1.0 0.61
5.0 2.0 1.0 1.09
-15.0 7.0 1.0 0.45
5.0 -8.0 -1.0 0.70
-25.0 4.0 -1.0 0.54
-10.0 4.0 -1.0 0.53
-35.0 -8.0 -1.0 0.56
-15.0 -8.0 -1.0 0.33
20.0 -13.0 -1.0 0.34
0.0 17.0 1.0 0.57
-15.0 7.0 1.0 1.42
-30.0 17.0 1.0 0.43
-20.0 4.0 1.0 0.84
-35.0 4.0 1.0 0.46
25.0 -8.0 -1.0 0.57
10.0 0.0 -1.0 0.58
-30.0 -8.0 -1.0 0.42
5.0 17.0 1.0 0.44
-30.0 4.0 -1.0 0.47
-5.0 4.0 1.0 0.93
30.0 -8.0 -1.0 0.57
-10.0 12.0 1.0 0.47
-20.0 -13.0 -1.0 0.34
5.0 4.0 1.0 0.37
-30.0 2.0 -1.0 0.40
-45.0 -13.0 -1.0 0.46
25.0 0.0 1.0 0.49
0.0 12.0 1.0 0.45
-25.0 -8.0 -1.0 0.61
-35.0 -3.0 -1.0 0.49
5.0 7.0 1.0 0.54
25.0 4.0 -1.0 0.46
-35.0 12.0 1.0 0.55
-40.0 0.0 -1.0 0.79
5.0 -3.0 -1.0 0.64
-45.0 -3.0 -1.0 0.40
-45.0 4.0 1.0 0.58
0.0 0.0 1.0 0.74
30.0 12.0 1.0 0.43
15.0 -3.0 -1.0 0.66
-20.0 -8.0 -1.0 0.48
-15.0 0.0 -1.0 0.49
-5.0 -3.0 1.0 0.54
25.0 -3.0 1.0 0.63
-30.0 -3.0 1.0 0.38
35.0 17.0 1.0 0.44
35.0 2.0 1.0 0.36
-5.0 2.0 1.0 0.40
-45.0 0.0 1.0 0.55
-45.0 12.0 1.0 0.35
-10.0 4.0 1.0 0.30
-25.0 17.0 1.0 0.37
30.0 17.0 1.0 0.45
-40.0 7.0 1.0 0.34
25.0 -13.0 -1.0 0.64
10.0 12.0 1.0 0.44
10.0 17.0 1.0 0.39
-40.0 -3.0 -1.0 0.50
-40.0 4.0 1.0 0.44
5.0 0.0 1.0 0.59
10.0 4.0 1.0 0.39
10.0 2.0 1.0 0.43
10.0 -3.0 1.0 0.43
-30.0 -13.0 -1.0 0.42
5.0 12.0 1.0 0.50
-5.0 0.0 1.0 0.69
40.0 7.0 1.0 0.45
35.0 -13.0 -1.0 0.62
-20.0 17.0 1.0 0.40
15.0 17.0 1.0 0.37
-5.0 12.0 1.0 0.48
20.0 -8.0 -1.0 0.45
0.0 -8.0 -1.0 0.58
0.0 -13.0 -1.0 0.54
5.0 -8.0 -1.0 0.56
-35.0 2.0 1.0 0.58
15.0 4.0 1.0 0.44
-15.0 -13.0 -1.0 0.45
-10.0 0.0 1.0 0.62
-25.0 -13.0 1.0 0.84
-35.0 17.0 1.0 0.42
-10.0 -13.0 -1.0 0.76
-20.0 7.0 1.0 0.38
-25.0 2.0 1.0 0.49
-5.0 -13.0 -1.0 0.62
-5.0 17.0 1.0 0.34
0.0 17.0 1.0 0.34
30.0 4.0 1.0 0.37
-30.0 7.0 1.0 0.32
20.0 2.0 1.0 0.32
15.0 -13.0 -1.0 1.00
-35.0 7.0 1.0 0.34
-10.0 17.0 1.0 0.36
-15.0 -8.0 1.0 0.72
10.0 -8.0 1.0 0.39
25.0 2.0 1.0 0.43
-10.0 -8.0 1.0 0.58
20.0 7.0 1.0 0.36
35.0 7.0 1.0 0.43
-15.0 2.0 1.0 0.34
5.0 -13.0 -1.0 0.42
20.0 12.0 1.0 0.48
-35.0 0.0 1.0 0.69
10.0 7.0 1.0 0.34
5.0 2.0 1.0 0.39
-25.0 0.0 1.0 0.43
20.0 -3.0 1.0 0.43
-10.0 2.0 1.0 0.42
-35.0 -13.0 1.0 0.40
25.0 17.0 1.0 0.37
-40.0 -13.0 1.0 0.56
40.0 0.0 1.0 0.40
-15.0 4.0 1.0 0.42
20.0 -13.0 -1.0 0.56
20.0 4.0 1.0 0.39
0.0 4.0 1.0 0.43
35.0 -8.0 1.0 0.51
-35.0 -8.0 1.0 0.49
40.0 -13.0 1.0 0.67
-25.0 4.0 1.0 0.45
40.0 17.0 1.0 0.42
15.0 7.0 1.0 0.40
-25.0 7.0 1.0 0.40
30.0 -13.0 -1.0 0.49
-40.0 12.0 1.0 0.37
-10.0 -3.0 1.0 0.76
-30.0 12.0 1.0 0.33
-5.0 -8.0 1.0 0.65
15.0 12.0 1.0 0.36
15.0 2.0 1.0 0.46
-40.0 -8.0 1.0 0.63
35.0 12.0 1.0 0.45
30.0 7.0 1.0 0.36
-30.0 0.0 1.0 0.32
-45.0 17.0 1.0 0.31
0.0 7.0 1.0 0.37
30.0 0.0 1.0 0.42
40.0 -3.0 1.0 0.49
-40.0 17.0 1.0 0.36
-45.0 2.0 1.0 0.40
-25.0 12.0 1.0 0.36
35.0 4.0 1.0 0.34
-20.0 12.0 1.0 0.34
-15.0 -3.0 1.0 0.55
-10.0 7.0 1.0 0.34
-20.0 2.0 1.0 0.34
-20.0 -3.0 1.0 0.44
20.0 17.0 1.0 0.51
40.0 4.0 1.0 0.64
-15.0 17.0 1.0 0.33
25.0 12.0 1.0 0.38
30.0 -3.0 1.0 0.32
