Rod-and-frame experiment by Bart Alberts and Wim Verhagen, Sensorimotorlab Nijmegen 
Rod-and-frame task: a rod-and-frame stimulus is presented, and the participant has to indicate whether the rod is tilted counterclockwise (left arrow key, response=-1) or clockwise (right arrow key, response=1) with respect to the gravitational vertical.

subjectNr = 9;
nRepetitions = 10;
condition = tilt15;
location = v;
expDate = 2016_Mar_10_1124;
viewDistance_cm = 57;
35.0 -2.5 -1.0 0.46
-25.0 12.5 1.0 0.41
20.0 7.5 1.0 0.44
30.0 -7.5 -1.0 0.43
35.0 7.5 1.0 0.54
-25.0 -2.5 -1.0 0.54
-10.0 -7.5 -1.0 0.39
-25.0 -17.5 -1.0 0.52
-30.0 -12.5 -1.0 0.47
-25.0 2.5 1.0 0.38
-40.0 -7.5 -1.0 0.49
-20.0 7.5 1.0 0.41
-45.0 -12.5 -1.0 0.53
-15.0 7.5 1.0 0.32
-35.0 -0.5 -1.0 0.40
25.0 -12.5 -1.0 0.43
15.0 -0.5 -1.0 0.65
-40.0 -17.5 -1.0 0.48
-15.0 -4.5 -1.0 0.89
-20.0 -2.5 -1.0 0.78
25.0 2.5 1.0 0.82
35.0 -7.5 -1.0 0.61
-25.0 -7.5 -1.0 0.89
-25.0 -0.5 1.0 0.76
15.0 -7.5 -1.0 0.58
40.0 -0.5 1.0 0.45
15.0 -2.5 -1.0 0.93
-30.0 12.5 1.0 0.45
30.0 -2.5 1.0 1.11
-40.0 12.5 1.0 0.43
-40.0 -12.5 -1.0 0.51
15.0 12.5 1.0 0.36
-5.0 7.5 1.0 0.52
15.0 2.5 -1.0 0.47
-45.0 -4.5 -1.0 0.55
-40.0 -0.5 -1.0 0.77
5.0 -12.5 -1.0 1.00
10.0 7.5 1.0 0.46
-20.0 -0.5 1.0 0.55
-10.0 -7.5 -1.0 0.62
-35.0 2.5 1.0 0.55
-20.0 -17.5 -1.0 0.54
-35.0 -12.5 -1.0 0.52
10.0 12.5 1.0 0.45
0.0 -17.5 -1.0 0.43
25.0 -0.5 -1.0 0.86
0.0 -2.5 -1.0 0.44
30.0 7.5 1.0 0.41
-15.0 2.5 1.0 0.37
-25.0 -4.5 -1.0 0.49
-10.0 -0.5 1.0 0.38
-25.0 -2.5 -1.0 0.47
25.0 -12.5 -1.0 0.48
25.0 12.5 1.0 0.54
0.0 2.5 1.0 0.43
15.0 -4.5 -1.0 0.42
-10.0 7.5 1.0 0.35
40.0 -17.5 -1.0 0.42
-10.0 -17.5 -1.0 0.38
40.0 12.5 1.0 0.50
-25.0 -17.5 -1.0 0.56
-35.0 -0.5 1.0 0.35
-5.0 12.5 1.0 0.64
25.0 -2.5 -1.0 0.51
5.0 7.5 1.0 0.30
-10.0 12.5 1.0 0.35
-35.0 12.5 1.0 0.39
20.0 2.5 1.0 0.33
-30.0 2.5 1.0 0.54
-45.0 -12.5 -1.0 0.35
-25.0 7.5 1.0 0.49
40.0 -12.5 -1.0 0.38
-30.0 7.5 1.0 0.46
-35.0 7.5 1.0 0.45
-20.0 7.5 1.0 0.37
5.0 -2.5 -1.0 0.43
-15.0 -12.5 -1.0 0.37
30.0 2.5 -1.0 0.61
5.0 -4.5 -1.0 0.78
40.0 -7.5 -1.0 0.57
0.0 -4.5 -1.0 0.46
30.0 -17.5 -1.0 0.45
-40.0 -2.5 -1.0 0.83
35.0 -2.5 -1.0 1.17
35.0 -17.5 -1.0 0.44
-5.0 -17.5 -1.0 0.51
30.0 -4.5 -1.0 0.64
30.0 12.5 1.0 0.60
10.0 -0.5 -1.0 0.72
-10.0 -12.5 -1.0 0.48
15.0 -12.5 -1.0 0.76
-30.0 -17.5 -1.0 0.55
25.0 -7.5 -1.0 0.50
-15.0 -2.5 1.0 0.58
30.0 -7.5 -1.0 0.70
-40.0 7.5 1.0 0.42
-15.0 12.5 1.0 0.55
40.0 2.5 1.0 0.64
35.0 -12.5 -1.0 0.45
0.0 12.5 1.0 0.40
-20.0 -7.5 -1.0 0.38
-15.0 -7.5 -1.0 0.82
35.0 2.5 1.0 0.57
-30.0 -0.5 1.0 0.54
-35.0 -2.5 1.0 0.90
-15.0 -4.5 -1.0 1.02
-10.0 -4.5 -1.0 1.25
5.0 12.5 1.0 0.54
-10.0 -2.5 1.0 0.63
-20.0 -12.5 -1.0 0.55
-35.0 -4.5 -1.0 0.79
0.0 -7.5 -1.0 0.77
-5.0 -2.5 1.0 0.66
20.0 -17.5 -1.0 0.63
20.0 7.5 1.0 0.44
-25.0 -12.5 -1.0 0.61
20.0 12.5 1.0 0.42
-45.0 -0.5 -1.0 0.54
0.0 -12.5 -1.0 0.53
-5.0 -4.5 1.0 1.07
-5.0 -12.5 -1.0 0.53
35.0 -0.5 -1.0 0.71
25.0 -17.5 -1.0 0.68
35.0 -4.5 1.0 0.82
-45.0 -17.5 -1.0 0.47
25.0 7.5 1.0 0.54
-25.0 2.5 1.0 0.43
-45.0 -2.5 1.0 0.60
-10.0 2.5 1.0 0.55
5.0 -17.5 -1.0 0.47
5.0 -0.5 -1.0 0.77
0.0 -0.5 -1.0 0.42
-20.0 2.5 1.0 0.35
0.0 7.5 1.0 0.47
-15.0 7.5 1.0 0.35
35.0 7.5 1.0 0.39
10.0 2.5 1.0 0.38
-25.0 12.5 1.0 0.56
15.0 -17.5 -1.0 0.48
-5.0 -7.5 -1.0 0.49
10.0 -2.5 -1.0 0.38
20.0 -12.5 -1.0 0.38
-5.0 -0.5 1.0 0.57
15.0 7.5 1.0 0.46
-5.0 2.5 1.0 0.44
10.0 -12.5 -1.0 0.47
5.0 -7.5 -1.0 0.42
-20.0 -4.5 1.0 0.67
-30.0 -12.5 -1.0 0.48
-40.0 -7.5 -1.0 0.45
5.0 2.5 1.0 0.62
-20.0 -2.5 -1.0 0.55
20.0 -2.5 -1.0 1.84
-15.0 -0.5 -1.0 1.64
20.0 -4.5 -1.0 0.52
-45.0 7.5 -1.0 0.46
-30.0 -2.5 1.0 1.25
35.0 12.5 1.0 0.45
-45.0 -7.5 -1.0 0.48
40.0 -2.5 -1.0 0.50
-35.0 -7.5 -1.0 0.52
-40.0 -17.5 -1.0 0.40
40.0 -4.5 -1.0 0.76
30.0 -12.5 -1.0 0.50
10.0 -17.5 -1.0 0.58
-35.0 -17.5 -1.0 0.48
40.0 7.5 1.0 0.52
-40.0 2.5 1.0 0.38
-45.0 2.5 1.0 0.34
-30.0 -7.5 -1.0 0.67
30.0 -0.5 1.0 0.61
10.0 -7.5 -1.0 0.65
20.0 -0.5 1.0 0.52
-15.0 -17.5 -1.0 0.42
15.0 -0.5 1.0 0.67
10.0 -4.5 -1.0 0.61
-45.0 12.5 1.0 0.36
-30.0 -4.5 -1.0 0.49
20.0 -7.5 -1.0 0.47
25.0 -4.5 1.0 0.29
-40.0 -4.5 1.0 0.51
-20.0 12.5 1.0 0.50
-30.0 -0.5 1.0 0.77
-40.0 2.5 1.0 0.47
0.0 -7.5 -1.0 0.42
15.0 12.5 1.0 0.44
-15.0 -0.5 -1.0 0.52
-45.0 7.5 1.0 0.53
15.0 -4.5 -1.0 0.38
0.0 -12.5 -1.0 0.35
-30.0 -2.5 -1.0 0.42
35.0 -17.5 -1.0 0.39
-25.0 -7.5 -1.0 0.43
-25.0 2.5 1.0 0.67
40.0 7.5 1.0 0.43
-35.0 -17.5 -1.0 0.46
-25.0 -2.5 1.0 0.57
-35.0 7.5 1.0 0.67
0.0 -4.5 -1.0 0.44
-25.0 -4.5 1.0 0.52
5.0 -4.5 -1.0 0.42
-15.0 -7.5 -1.0 0.45
25.0 -0.5 -1.0 0.54
-5.0 7.5 1.0 0.44
-20.0 -4.5 -1.0 0.49
40.0 -4.5 -1.0 0.63
30.0 7.5 1.0 0.40
-35.0 -7.5 -1.0 0.57
-40.0 7.5 1.0 0.49
0.0 -2.5 1.0 0.71
-20.0 -17.5 -1.0 0.50
10.0 -7.5 -1.0 0.60
10.0 -4.5 -1.0 0.56
25.0 -2.5 -1.0 0.51
5.0 -17.5 -1.0 0.46
5.0 -7.5 -1.0 0.42
-5.0 -17.5 -1.0 0.47
0.0 2.5 1.0 0.50
40.0 -7.5 -1.0 0.55
-20.0 7.5 1.0 0.53
-20.0 2.5 1.0 0.52
-35.0 2.5 1.0 0.54
20.0 -17.5 -1.0 0.52
-20.0 -2.5 1.0 0.53
-30.0 7.5 1.0 0.35
40.0 2.5 1.0 0.55
-15.0 -4.5 1.0 0.50
20.0 -0.5 1.0 0.53
20.0 -12.5 -1.0 0.48
-25.0 -0.5 1.0 0.50
20.0 2.5 1.0 0.41
-30.0 -7.5 -1.0 0.57
-35.0 12.5 1.0 0.47
5.0 12.5 1.0 0.59
10.0 -12.5 -1.0 0.38
-10.0 -2.5 1.0 0.52
-45.0 -17.5 -1.0 0.46
-15.0 -17.5 -1.0 0.37
15.0 -0.5 -1.0 0.43
0.0 12.5 1.0 0.52
15.0 -12.5 -1.0 0.41
10.0 -0.5 -1.0 0.34
-25.0 12.5 1.0 0.30
-45.0 -0.5 1.0 0.65
20.0 -7.5 -1.0 0.38
25.0 7.5 1.0 0.52
-10.0 -4.5 1.0 0.47
15.0 2.5 1.0 0.68
20.0 -2.5 -1.0 0.53
35.0 -2.5 -1.0 0.32
-10.0 -7.5 -1.0 0.37
-20.0 -12.5 -1.0 0.31
-10.0 2.5 1.0 0.46
-40.0 -7.5 -1.0 0.61
-40.0 -2.5 -1.0 0.48
-40.0 -12.5 -1.0 0.44
-30.0 12.5 1.0 0.49
-5.0 2.5 1.0 0.45
-40.0 -0.5 1.0 0.46
-40.0 12.5 1.0 0.47
-10.0 -0.5 1.0 0.52
5.0 -2.5 -1.0 0.64
20.0 -4.5 -1.0 0.39
15.0 7.5 -1.0 0.33
35.0 7.5 1.0 0.49
35.0 -0.5 1.0 0.65
30.0 -2.5 1.0 0.61
35.0 -4.5 -1.0 0.71
-45.0 -7.5 -1.0 0.45
-15.0 7.5 1.0 0.70
25.0 -17.5 -1.0 0.40
10.0 -2.5 -1.0 0.57
-10.0 7.5 1.0 0.49
-20.0 -7.5 -1.0 0.53
40.0 -12.5 -1.0 0.51
40.0 12.5 1.0 0.41
-15.0 -12.5 -1.0 0.47
-35.0 -4.5 1.0 0.50
-35.0 -12.5 -1.0 0.51
-5.0 -4.5 -1.0 0.55
-5.0 -7.5 -1.0 0.53
20.0 12.5 1.0 0.44
-45.0 12.5 1.0 0.40
-45.0 2.5 1.0 0.53
5.0 -0.5 1.0 0.47
30.0 -17.5 -1.0 0.37
30.0 2.5 1.0 0.61
-25.0 -12.5 -1.0 0.42
15.0 -2.5 -1.0 0.39
25.0 12.5 1.0 0.43
-40.0 -17.5 -1.0 0.41
-20.0 -0.5 1.0 0.45
25.0 2.5 1.0 0.58
0.0 -17.5 -1.0 0.55
10.0 12.5 1.0 0.43
30.0 -4.5 -1.0 0.42
25.0 -7.5 -1.0 0.46
-25.0 -17.5 -1.0 0.43
-5.0 -12.5 -1.0 0.54
30.0 -12.5 -1.0 0.57
5.0 -12.5 -1.0 0.48
40.0 -17.5 -1.0 0.44
30.0 -7.5 -1.0 0.52
15.0 -7.5 -1.0 0.55
35.0 2.5 -1.0 0.53
-5.0 12.5 1.0 0.44
25.0 -12.5 -1.0 0.59
-30.0 2.5 1.0 0.59
-20.0 12.5 1.0 0.62
10.0 2.5 1.0 0.55
40.0 -2.5 1.0 0.96
30.0 12.5 1.0 0.69
-25.0 7.5 1.0 0.42
-45.0 -4.5 -1.0 0.49
35.0 -12.5 -1.0 0.45
-10.0 12.5 1.0 0.43
-45.0 -2.5 -1.0 0.39
35.0 12.5 1.0 0.34
-35.0 -2.5 -1.0 0.50
5.0 7.5 1.0 0.34
-15.0 12.5 1.0 0.70
10.0 7.5 1.0 0.49
-30.0 -17.5 -1.0 0.43
20.0 7.5 1.0 0.52
-10.0 -12.5 -1.0 0.42
-30.0 -4.5 -1.0 0.61
40.0 -0.5 -1.0 0.51
25.0 -4.5 -1.0 0.49
30.0 -0.5 1.0 0.83
5.0 2.5 1.0 0.70
-5.0 -2.5 1.0 0.81
35.0 -7.5 -1.0 0.73
0.0 7.5 1.0 0.49
-15.0 -2.5 1.0 0.48
-5.0 -0.5 1.0 0.48
-30.0 -12.5 -1.0 0.43
-45.0 -12.5 -1.0 0.44
-15.0 2.5 1.0 0.54
-40.0 -4.5 -1.0 0.68
0.0 -0.5 1.0 0.54
-10.0 -17.5 -1.0 0.34
10.0 -17.5 -1.0 0.35
-35.0 -0.5 1.0 0.50
15.0 -17.5 -1.0 0.35
-25.0 -17.5 -1.0 0.37
-5.0 -2.5 -1.0 0.37
30.0 -0.5 -1.0 0.71
40.0 -7.5 -1.0 0.63
-5.0 -12.5 -1.0 0.41
-45.0 -17.5 -1.0 0.38
-30.0 -17.5 -1.0 0.41
-15.0 -12.5 -1.0 0.44
-45.0 -7.5 -1.0 1.03
-20.0 -0.5 1.0 0.58
35.0 7.5 1.0 0.41
5.0 -4.5 -1.0 0.59
15.0 7.5 1.0 0.39
20.0 12.5 1.0 0.38
-30.0 7.5 1.0 0.50
0.0 -2.5 -1.0 0.51
15.0 -17.5 -1.0 0.42
35.0 -2.5 -1.0 0.81
-10.0 7.5 1.0 0.36
-15.0 12.5 1.0 0.33
15.0 -0.5 -1.0 0.56
-10.0 -17.5 -1.0 0.43
10.0 7.5 1.0 0.47
-25.0 7.5 1.0 0.41
5.0 -12.5 -1.0 0.38
15.0 -12.5 -1.0 0.38
20.0 -12.5 -1.0 0.35
-25.0 -4.5 -1.0 0.45
-40.0 -7.5 -1.0 0.42
-40.0 -0.5 -1.0 0.40
30.0 -7.5 -1.0 0.44
10.0 -17.5 -1.0 0.44
40.0 -0.5 -1.0 0.85
5.0 7.5 1.0 0.45
-20.0 -17.5 -1.0 0.60
-30.0 -7.5 -1.0 0.58
35.0 -4.5 -1.0 0.57
-25.0 -7.5 1.0 0.49
15.0 2.5 1.0 0.46
-20.0 -4.5 -1.0 0.47
40.0 -4.5 -1.0 0.46
-40.0 -4.5 -1.0 0.83
-30.0 -2.5 -1.0 0.65
-20.0 2.5 1.0 0.90
15.0 -2.5 -1.0 0.62
35.0 -12.5 -1.0 0.57
-45.0 -12.5 -1.0 0.60
10.0 -7.5 -1.0 0.72
0.0 2.5 1.0 0.63
-5.0 2.5 1.0 0.49
-35.0 -12.5 -1.0 0.56
-10.0 -0.5 1.0 0.56
25.0 -0.5 -1.0 0.74
-10.0 12.5 1.0 0.56
20.0 -0.5 1.0 0.89
-35.0 12.5 1.0 0.66
-15.0 -4.5 1.0 0.78
25.0 -2.5 -1.0 0.60
-40.0 12.5 1.0 0.57
20.0 7.5 1.0 0.76
0.0 7.5 1.0 0.61
-15.0 7.5 1.0 0.53
-40.0 2.5 1.0 0.63
5.0 -2.5 -1.0 0.47
0.0 -12.5 -1.0 0.48
5.0 12.5 1.0 0.56
-10.0 -7.5 -1.0 0.47
-35.0 7.5 1.0 0.29
5.0 -17.5 -1.0 0.43
-5.0 -17.5 -1.0 0.48
20.0 -17.5 -1.0 0.45
-40.0 -17.5 -1.0 0.50
30.0 12.5 1.0 0.39
-45.0 -4.5 -1.0 0.49
-40.0 -12.5 1.0 0.36
20.0 -7.5 -1.0 0.53
0.0 -0.5 1.0 1.36
10.0 -12.5 -1.0 0.48
-15.0 -2.5 1.0 0.80
10.0 -0.5 -1.0 0.58
-5.0 12.5 1.0 0.48
-10.0 -4.5 1.0 0.85
-30.0 -0.5 1.0 0.50
5.0 -7.5 -1.0 0.43
-45.0 2.5 1.0 0.79
-45.0 -0.5 1.0 0.65
25.0 -4.5 -1.0 0.39
0.0 -17.5 -1.0 0.41
-5.0 -4.5 1.0 0.78
-5.0 7.5 1.0 0.55
-20.0 -12.5 -1.0 0.44
-30.0 12.5 1.0 0.51
-25.0 -2.5 1.0 0.47
20.0 -2.5 1.0 0.73
-35.0 -2.5 1.0 1.04
-30.0 2.5 1.0 0.60
-25.0 -0.5 1.0 0.71
-15.0 -0.5 1.0 0.76
30.0 -2.5 -1.0 0.93
-40.0 7.5 1.0 0.67
-35.0 2.5 1.0 0.51
15.0 -4.5 -1.0 0.58
30.0 -12.5 -1.0 0.49
35.0 -0.5 -1.0 0.78
-45.0 -2.5 -1.0 0.63
40.0 12.5 1.0 0.47
25.0 7.5 1.0 0.63
-20.0 -7.5 -1.0 0.65
-40.0 -2.5 1.0 0.60
0.0 12.5 1.0 0.48
-30.0 -12.5 -1.0 0.45
25.0 -7.5 -1.0 0.42
-25.0 12.5 1.0 0.45
-5.0 -0.5 -1.0 0.63
30.0 -4.5 -1.0 0.59
25.0 -12.5 -1.0 0.69
10.0 -4.5 -1.0 0.62
10.0 2.5 -1.0 0.79
15.0 12.5 1.0 0.40
-15.0 -17.5 -1.0 0.65
35.0 12.5 1.0 0.41
-35.0 -4.5 -1.0 0.62
20.0 -4.5 -1.0 1.14
-5.0 -7.5 -1.0 0.54
35.0 -7.5 -1.0 0.86
5.0 -0.5 -1.0 0.78
-35.0 -0.5 -1.0 1.11
-10.0 2.5 1.0 0.44
35.0 -17.5 -1.0 0.56
0.0 -7.5 -1.0 0.75
-35.0 -17.5 -1.0 0.64
40.0 -12.5 -1.0 0.56
-10.0 -12.5 -1.0 0.79
20.0 2.5 1.0 0.59
0.0 -4.5 -1.0 0.63
-35.0 -7.5 -1.0 0.60
-25.0 -12.5 -1.0 0.82
40.0 2.5 1.0 0.68
30.0 7.5 1.0 0.60
25.0 2.5 1.0 0.71
-20.0 12.5 1.0 0.64
5.0 2.5 1.0 0.73
40.0 7.5 1.0 0.69
-20.0 7.5 1.0 0.70
40.0 -2.5 -1.0 0.70
-10.0 -2.5 1.0 0.76
-45.0 12.5 1.0 0.48
15.0 -7.5 -1.0 0.55
10.0 12.5 1.0 0.41
-25.0 2.5 1.0 0.87
30.0 -17.5 -1.0 0.40
-15.0 2.5 1.0 0.52
-20.0 -2.5 1.0 0.48
25.0 12.5 1.0 0.46
-45.0 7.5 1.0 0.48
-15.0 -7.5 -1.0 0.49
35.0 2.5 1.0 0.65
40.0 -17.5 -1.0 0.57
30.0 2.5 1.0 0.58
-30.0 -4.5 1.0 0.37
25.0 -17.5 -1.0 0.62
10.0 -2.5 -1.0 0.44
5.0 -2.5 -1.0 0.34
-45.0 -17.5 -1.0 0.31
-15.0 -17.5 -1.0 0.26
-30.0 -4.5 -1.0 0.32
-25.0 12.5 1.0 0.46
10.0 7.5 1.0 0.30
30.0 12.5 1.0 0.36
0.0 -17.5 -1.0 0.41
-20.0 12.5 1.0 0.35
30.0 7.5 1.0 0.37
-30.0 7.5 1.0 0.37
40.0 -4.5 -1.0 0.56
-45.0 -0.5 -1.0 0.53
25.0 -2.5 -1.0 0.30
-5.0 -2.5 -1.0 0.49
5.0 -0.5 -1.0 0.43
15.0 -7.5 1.0 0.21
30.0 -17.5 -1.0 0.45
-20.0 2.5 1.0 0.51
35.0 -4.5 -1.0 0.31
5.0 -17.5 -1.0 0.47
-20.0 7.5 1.0 0.39
-10.0 7.5 1.0 0.58
-40.0 -12.5 -1.0 0.33
-25.0 -0.5 -1.0 0.36
30.0 2.5 1.0 0.53
-5.0 12.5 1.0 0.37
-35.0 -4.5 -1.0 0.51
35.0 -17.5 -1.0 0.33
40.0 -2.5 1.0 0.79
-45.0 7.5 1.0 0.45
20.0 -0.5 1.0 0.61
-20.0 -4.5 -1.0 0.89
35.0 -12.5 -1.0 0.34
15.0 -2.5 -1.0 0.32
15.0 -12.5 -1.0 0.30
-15.0 -7.5 -1.0 0.43
-10.0 -0.5 1.0 0.50
-10.0 -2.5 1.0 0.38
10.0 -12.5 -1.0 0.47
-45.0 -2.5 -1.0 0.56
-5.0 -0.5 1.0 0.51
-10.0 -17.5 -1.0 0.45
5.0 -12.5 -1.0 0.40
20.0 -12.5 -1.0 0.33
-35.0 -0.5 1.0 0.53
40.0 -0.5 1.0 0.52
35.0 7.5 1.0 0.41
0.0 -12.5 -1.0 0.42
-5.0 -4.5 -1.0 0.51
-45.0 12.5 1.0 0.34
-25.0 -7.5 -1.0 0.43
25.0 -12.5 -1.0 0.41
-35.0 12.5 1.0 0.39
20.0 -17.5 -1.0 0.41
-15.0 2.5 1.0 0.38
35.0 12.5 1.0 0.62
25.0 -17.5 -1.0 0.47
25.0 12.5 1.0 0.65
-5.0 7.5 1.0 0.46
25.0 -4.5 1.0 0.67
-40.0 -0.5 -1.0 0.95
-15.0 -2.5 -1.0 0.53
-15.0 -12.5 -1.0 0.90
30.0 -2.5 -1.0 0.37
5.0 -7.5 -1.0 0.44
-20.0 -12.5 -1.0 0.36
-25.0 -4.5 -1.0 0.34
-5.0 2.5 1.0 0.40
-30.0 -12.5 -1.0 0.43
20.0 -7.5 -1.0 0.40
0.0 12.5 1.0 0.35
10.0 -2.5 -1.0 0.48
0.0 -4.5 -1.0 0.43
-35.0 2.5 1.0 0.41
-35.0 7.5 1.0 0.38
-10.0 12.5 1.0 0.42
20.0 -4.5 -1.0 0.61
-5.0 -7.5 -1.0 0.67
-35.0 -7.5 -1.0 1.06
-5.0 -12.5 -1.0 0.47
15.0 -4.5 -1.0 0.52
35.0 2.5 1.0 0.41
-25.0 7.5 1.0 0.34
-30.0 2.5 1.0 0.37
-45.0 -4.5 1.0 1.03
30.0 -7.5 -1.0 0.79
-10.0 2.5 1.0 0.50
35.0 -0.5 1.0 0.46
-35.0 -12.5 -1.0 0.48
40.0 12.5 1.0 0.46
-20.0 -7.5 1.0 0.83
5.0 7.5 1.0 0.65
25.0 2.5 1.0 0.43
-15.0 -4.5 1.0 1.08
15.0 -17.5 -1.0 0.43
20.0 7.5 1.0 0.46
30.0 -4.5 1.0 0.41
5.0 12.5 1.0 0.52
0.0 -7.5 -1.0 0.38
-25.0 -17.5 -1.0 0.33
25.0 -0.5 1.0 0.62
-30.0 -17.5 -1.0 0.49
-30.0 12.5 1.0 0.38
-40.0 -17.5 -1.0 0.39
0.0 7.5 1.0 0.42
-40.0 -2.5 1.0 0.42
-10.0 -12.5 -1.0 0.39
-5.0 -17.5 -1.0 0.42
15.0 2.5 1.0 0.68
0.0 -0.5 1.0 0.53
-10.0 -4.5 1.0 0.53
-35.0 -2.5 1.0 0.78
5.0 -4.5 -1.0 0.38
10.0 -17.5 -1.0 0.32
