Rod-and-frame experiment by Bart Alberts and Wim Verhagen, Sensorimotorlab Nijmegen 
Rod-and-frame task: a rod-and-frame stimulus is presented, and the participant has to indicate whether the rod is tilted counterclockwise (left arrow key, response=-1) or clockwise (right arrow key, response=1) with respect to the gravitational vertical.

subjectNr = 15;
nRepetitions = 10;
condition = tilt30;
location = v;
expDate = 2016_Apr_11_1120;
viewDistance_cm = 57;
-35.0 17.0 1.0 0.42
-10.0 -8.0 -1.0 0.55
-25.0 0.0 1.0 0.60
20.0 2.0 -1.0 0.69
40.0 2.0 -1.0 0.88
30.0 7.0 1.0 0.84
40.0 0.0 -1.0 1.49
-30.0 7.0 1.0 0.70
-30.0 12.0 1.0 0.36
-10.0 17.0 1.0 0.39
30.0 17.0 1.0 0.36
-30.0 -8.0 -1.0 0.81
10.0 -13.0 -1.0 0.40
0.0 17.0 1.0 0.49
-40.0 -8.0 -1.0 0.68
35.0 -3.0 -1.0 0.60
-10.0 12.0 1.0 0.58
-20.0 -8.0 -1.0 0.61
15.0 -8.0 1.0 0.61
25.0 2.0 -1.0 1.47
-45.0 -3.0 -1.0 0.57
20.0 0.0 -1.0 1.82
-40.0 4.0 -1.0 1.37
-45.0 4.0 -1.0 1.23
-30.0 17.0 1.0 0.50
-10.0 -13.0 -1.0 0.57
-40.0 2.0 1.0 1.27
10.0 7.0 1.0 1.04
40.0 -13.0 -1.0 0.61
-35.0 -3.0 -1.0 1.35
30.0 17.0 1.0 0.36
-5.0 17.0 1.0 0.36
-20.0 17.0 1.0 0.32
20.0 4.0 -1.0 0.98
5.0 2.0 -1.0 0.68
25.0 12.0 1.0 0.60
5.0 7.0 1.0 0.45
15.0 -13.0 -1.0 0.57
-35.0 7.0 1.0 1.05
5.0 12.0 1.0 0.71
-20.0 -13.0 -1.0 0.52
-20.0 -3.0 -1.0 1.10
-15.0 7.0 1.0 0.87
-40.0 -13.0 -1.0 1.02
30.0 2.0 1.0 0.92
-15.0 -13.0 -1.0 0.43
5.0 4.0 1.0 0.76
-45.0 17.0 1.0 0.79
15.0 7.0 1.0 1.68
-5.0 0.0 1.0 0.79
-30.0 2.0 1.0 1.47
35.0 2.0 1.0 0.63
35.0 -3.0 1.0 1.67
25.0 -3.0 1.0 0.99
20.0 -3.0 1.0 1.37
40.0 12.0 1.0 0.71
35.0 12.0 1.0 0.42
25.0 7.0 1.0 0.37
-20.0 2.0 1.0 1.39
-10.0 4.0 1.0 0.48
-10.0 -3.0 1.0 0.48
25.0 -13.0 -1.0 0.62
-5.0 12.0 1.0 0.64
-35.0 4.0 1.0 0.77
30.0 -13.0 -1.0 0.76
40.0 -3.0 1.0 2.06
-5.0 -3.0 -1.0 0.51
25.0 0.0 1.0 1.44
20.0 -8.0 -1.0 1.60
-30.0 4.0 1.0 0.72
-45.0 0.0 -1.0 1.12
15.0 -3.0 -1.0 0.55
-35.0 2.0 1.0 0.50
-10.0 -8.0 -1.0 1.68
5.0 17.0 1.0 0.55
35.0 7.0 1.0 0.81
30.0 -8.0 -1.0 0.91
5.0 -8.0 -1.0 0.56
-30.0 12.0 1.0 0.39
-40.0 -8.0 -1.0 0.91
-5.0 4.0 1.0 1.33
10.0 2.0 -1.0 0.70
-45.0 -13.0 -1.0 0.65
40.0 4.0 -1.0 1.75
-45.0 7.0 1.0 0.81
20.0 12.0 1.0 0.65
0.0 12.0 1.0 0.50
15.0 17.0 1.0 0.44
10.0 12.0 1.0 0.63
-40.0 7.0 1.0 0.62
-40.0 0.0 1.0 1.16
-15.0 17.0 1.0 0.50
0.0 2.0 1.0 0.65
0.0 -8.0 -1.0 1.50
0.0 0.0 1.0 2.23
-25.0 -13.0 -1.0 1.19
40.0 2.0 1.0 1.02
-30.0 0.0 1.0 1.51
25.0 -8.0 -1.0 1.30
-35.0 17.0 1.0 0.83
10.0 4.0 -1.0 1.40
-25.0 12.0 1.0 0.54
15.0 0.0 -1.0 0.80
-45.0 12.0 1.0 0.50
20.0 2.0 1.0 0.81
5.0 0.0 1.0 0.67
35.0 4.0 1.0 0.88
-25.0 -8.0 -1.0 0.56
-45.0 2.0 1.0 1.08
-35.0 12.0 1.0 0.76
30.0 4.0 1.0 0.64
30.0 0.0 1.0 0.83
-30.0 -3.0 -1.0 1.52
-20.0 4.0 1.0 1.89
40.0 7.0 1.0 0.49
40.0 -8.0 -1.0 2.30
-30.0 -13.0 -1.0 0.70
-45.0 -8.0 -1.0 1.75
0.0 -13.0 -1.0 0.82
-20.0 7.0 1.0 0.59
-40.0 -3.0 1.0 0.57
-30.0 -8.0 -1.0 1.66
-5.0 -8.0 -1.0 1.65
15.0 4.0 1.0 0.95
0.0 7.0 1.0 0.69
20.0 -13.0 -1.0 1.77
-5.0 -13.0 -1.0 2.39
35.0 17.0 1.0 0.62
5.0 -3.0 -1.0 0.80
-25.0 -3.0 1.0 1.16
20.0 7.0 1.0 0.63
-10.0 7.0 1.0 1.21
10.0 0.0 1.0 1.86
5.0 -13.0 -1.0 0.49
10.0 -3.0 -1.0 0.42
-40.0 17.0 1.0 0.39
-15.0 -8.0 -1.0 0.75
-35.0 -8.0 -1.0 0.86
-10.0 0.0 1.0 0.80
-20.0 0.0 1.0 0.60
25.0 17.0 1.0 0.61
-10.0 17.0 1.0 0.89
-10.0 12.0 1.0 1.00
-15.0 -3.0 1.0 1.69
-25.0 0.0 1.0 0.41
30.0 -3.0 -1.0 1.84
-5.0 2.0 1.0 0.81
-35.0 -13.0 -1.0 1.29
25.0 4.0 1.0 0.70
10.0 -8.0 -1.0 0.59
10.0 -13.0 -1.0 0.47
-25.0 17.0 1.0 0.51
-15.0 4.0 1.0 0.61
40.0 0.0 1.0 1.33
-40.0 12.0 1.0 0.47
35.0 0.0 1.0 0.43
35.0 -13.0 -1.0 0.67
-30.0 7.0 1.0 0.94
-5.0 7.0 1.0 0.42
-35.0 0.0 1.0 0.67
-15.0 12.0 1.0 0.60
-15.0 0.0 1.0 0.62
0.0 -3.0 -1.0 0.78
-10.0 2.0 1.0 0.82
15.0 2.0 1.0 2.16
-20.0 12.0 1.0 0.70
35.0 -8.0 -1.0 0.62
-15.0 2.0 1.0 0.71
20.0 17.0 1.0 0.67
-25.0 4.0 1.0 0.65
0.0 17.0 1.0 0.65
10.0 17.0 1.0 0.88
-25.0 7.0 1.0 0.56
0.0 4.0 1.0 1.11
30.0 12.0 1.0 1.64
15.0 12.0 1.0 1.03
30.0 7.0 1.0 1.05
-25.0 2.0 1.0 0.48
40.0 17.0 1.0 1.53
-25.0 4.0 -1.0 0.65
35.0 4.0 -1.0 0.99
40.0 -8.0 -1.0 0.63
-15.0 2.0 -1.0 0.82
15.0 -3.0 -1.0 0.52
35.0 2.0 -1.0 0.82
-15.0 -3.0 -1.0 0.63
25.0 2.0 -1.0 0.90
-35.0 2.0 -1.0 1.06
30.0 4.0 -1.0 0.86
-30.0 4.0 -1.0 2.05
-5.0 -8.0 -1.0 0.49
20.0 2.0 -1.0 1.77
-20.0 -8.0 -1.0 1.61
5.0 -13.0 -1.0 0.52
0.0 2.0 1.0 0.89
30.0 17.0 1.0 0.69
-40.0 2.0 -1.0 0.89
-45.0 -13.0 -1.0 0.79
20.0 -8.0 -1.0 0.54
25.0 4.0 -1.0 0.76
-10.0 0.0 1.0 0.72
-20.0 -13.0 -1.0 0.98
40.0 -13.0 -1.0 0.97
15.0 2.0 -1.0 2.39
-45.0 -3.0 -1.0 0.54
-20.0 7.0 1.0 0.61
-10.0 2.0 1.0 0.76
20.0 0.0 -1.0 0.73
-35.0 -13.0 -1.0 0.49
15.0 -13.0 -1.0 0.49
20.0 17.0 1.0 0.75
20.0 12.0 1.0 1.10
10.0 4.0 1.0 1.61
-40.0 0.0 -1.0 0.62
25.0 0.0 -1.0 0.45
-25.0 -13.0 -1.0 0.62
15.0 7.0 1.0 0.65
5.0 2.0 -1.0 1.19
10.0 0.0 -1.0 0.69
5.0 17.0 1.0 0.62
-45.0 17.0 1.0 0.58
25.0 7.0 1.0 1.63
10.0 7.0 1.0 0.57
-25.0 0.0 1.0 0.57
-30.0 12.0 1.0 0.65
-35.0 7.0 1.0 0.48
40.0 0.0 -1.0 1.12
5.0 0.0 -1.0 0.81
-5.0 -3.0 -1.0 1.57
10.0 -13.0 -1.0 0.56
5.0 7.0 1.0 0.66
-30.0 7.0 1.0 0.40
20.0 4.0 -1.0 0.71
-35.0 4.0 -1.0 1.91
-25.0 7.0 1.0 0.89
30.0 7.0 1.0 1.09
-15.0 7.0 1.0 0.62
30.0 -13.0 -1.0 0.56
0.0 -8.0 -1.0 0.39
40.0 7.0 1.0 1.14
15.0 -8.0 -1.0 0.58
-40.0 4.0 -1.0 0.70
15.0 0.0 -1.0 0.69
-35.0 12.0 1.0 0.77
30.0 -8.0 -1.0 0.46
10.0 2.0 -1.0 1.84
25.0 17.0 1.0 0.51
-15.0 4.0 1.0 0.60
5.0 -3.0 -1.0 0.78
-15.0 12.0 1.0 0.48
25.0 -13.0 -1.0 0.53
40.0 -3.0 -1.0 0.55
-45.0 0.0 -1.0 0.45
-35.0 -8.0 -1.0 0.45
-40.0 17.0 1.0 0.58
20.0 -3.0 -1.0 0.83
20.0 7.0 1.0 0.86
-15.0 -8.0 -1.0 1.37
-35.0 17.0 1.0 0.55
15.0 17.0 1.0 0.52
-25.0 -8.0 1.0 0.59
-10.0 -8.0 -1.0 1.27
-45.0 -8.0 -1.0 0.78
-40.0 -3.0 1.0 1.07
0.0 -13.0 -1.0 0.70
35.0 17.0 1.0 0.51
-30.0 -3.0 1.0 0.83
35.0 0.0 1.0 0.42
30.0 12.0 1.0 0.38
-10.0 4.0 1.0 0.35
-30.0 -13.0 1.0 0.96
-20.0 0.0 1.0 0.60
-5.0 7.0 1.0 0.35
-20.0 -3.0 1.0 0.41
40.0 12.0 1.0 0.34
-20.0 4.0 1.0 0.30
-45.0 7.0 1.0 0.51
-15.0 17.0 1.0 0.52
-45.0 4.0 1.0 0.47
-10.0 17.0 1.0 0.34
10.0 12.0 1.0 0.58
-20.0 2.0 1.0 0.43
-15.0 0.0 1.0 0.76
-45.0 12.0 1.0 0.52
-40.0 -8.0 1.0 1.14
25.0 -3.0 1.0 0.71
-25.0 2.0 1.0 0.70
-30.0 0.0 1.0 0.74
-25.0 -3.0 1.0 0.59
-5.0 0.0 1.0 1.71
15.0 12.0 1.0 1.12
-30.0 17.0 1.0 0.53
25.0 -8.0 -1.0 0.78
0.0 4.0 1.0 0.89
-10.0 7.0 1.0 0.63
35.0 12.0 1.0 1.11
-35.0 -3.0 -1.0 2.70
0.0 17.0 1.0 0.54
-40.0 12.0 1.0 0.51
30.0 -3.0 1.0 2.40
-5.0 2.0 1.0 0.74
-40.0 -13.0 -1.0 0.74
-5.0 4.0 1.0 0.53
5.0 12.0 1.0 0.63
0.0 -3.0 -1.0 0.60
0.0 0.0 -1.0 0.86
-10.0 -13.0 -1.0 0.73
-30.0 2.0 1.0 0.73
0.0 12.0 1.0 0.40
-5.0 -13.0 -1.0 0.77
10.0 -3.0 -1.0 0.58
25.0 12.0 1.0 0.65
35.0 -3.0 -1.0 2.11
5.0 4.0 1.0 0.49
30.0 2.0 -1.0 0.57
-20.0 12.0 1.0 0.61
40.0 4.0 1.0 0.55
-25.0 17.0 1.0 0.51
-15.0 -13.0 -1.0 0.70
10.0 -8.0 -1.0 0.39
0.0 7.0 1.0 0.69
-30.0 -8.0 1.0 0.46
-5.0 17.0 1.0 0.39
20.0 -13.0 -1.0 0.84
40.0 17.0 1.0 1.21
35.0 -13.0 -1.0 0.69
5.0 -8.0 -1.0 0.57
30.0 0.0 -1.0 0.70
10.0 17.0 1.0 0.80
-25.0 12.0 1.0 0.65
-10.0 -3.0 1.0 1.24
40.0 2.0 1.0 0.56
-45.0 2.0 1.0 0.79
-35.0 0.0 1.0 0.96
35.0 -8.0 1.0 0.75
15.0 4.0 1.0 1.97
-5.0 12.0 1.0 1.01
-40.0 7.0 1.0 0.68
-20.0 17.0 1.0 0.42
-10.0 12.0 1.0 0.53
35.0 7.0 1.0 0.39
0.0 -3.0 -1.0 0.73
-5.0 0.0 -1.0 0.81
-20.0 17.0 1.0 0.46
-20.0 -8.0 -1.0 0.75
15.0 -8.0 -1.0 0.60
30.0 -8.0 -1.0 0.44
-40.0 -3.0 -1.0 1.39
-40.0 4.0 1.0 1.60
10.0 12.0 1.0 0.46
-30.0 2.0 1.0 0.66
-25.0 17.0 1.0 0.61
35.0 -3.0 1.0 2.09
0.0 0.0 1.0 1.59
-40.0 7.0 1.0 0.82
15.0 7.0 1.0 2.04
-35.0 4.0 1.0 0.65
-10.0 17.0 1.0 0.61
40.0 2.0 1.0 1.89
-30.0 -3.0 1.0 1.60
5.0 4.0 1.0 2.12
15.0 4.0 -1.0 1.73
-25.0 -13.0 1.0 1.21
40.0 -3.0 -1.0 2.69
20.0 -3.0 -1.0 0.81
-5.0 17.0 1.0 0.65
30.0 4.0 -1.0 1.65
-30.0 17.0 1.0 0.72
-25.0 -3.0 1.0 2.78
-5.0 2.0 1.0 0.48
-15.0 2.0 1.0 0.64
20.0 -13.0 -1.0 0.98
20.0 -8.0 -1.0 0.40
-35.0 12.0 1.0 0.92
-10.0 -13.0 -1.0 0.78
-35.0 2.0 1.0 0.72
25.0 7.0 1.0 1.48
-35.0 7.0 1.0 1.12
0.0 -13.0 -1.0 0.79
40.0 -8.0 -1.0 0.39
5.0 17.0 1.0 0.57
0.0 7.0 1.0 0.39
35.0 -8.0 -1.0 0.79
5.0 7.0 1.0 0.69
35.0 12.0 1.0 0.69
30.0 17.0 1.0 0.55
0.0 4.0 1.0 0.59
-10.0 -8.0 -1.0 0.54
40.0 0.0 -1.0 0.84
-25.0 7.0 1.0 0.36
35.0 7.0 1.0 0.57
5.0 0.0 1.0 0.34
-45.0 4.0 1.0 1.44
-45.0 17.0 1.0 0.49
-15.0 12.0 1.0 1.60
-35.0 -3.0 -1.0 2.26
-40.0 2.0 -1.0 1.07
-35.0 -13.0 -1.0 1.46
-25.0 0.0 -1.0 1.22
-40.0 -13.0 -1.0 0.72
-25.0 2.0 1.0 1.20
-40.0 0.0 1.0 0.40
-15.0 17.0 1.0 0.41
10.0 -8.0 -1.0 0.97
-25.0 -8.0 -1.0 1.07
5.0 12.0 1.0 0.68
40.0 12.0 1.0 2.02
15.0 -13.0 -1.0 0.62
-35.0 17.0 1.0 0.52
-20.0 0.0 -1.0 0.98
-35.0 -8.0 -1.0 0.60
-5.0 -8.0 -1.0 1.84
-10.0 12.0 -1.0 0.98
25.0 2.0 -1.0 0.43
-10.0 -3.0 -1.0 0.95
25.0 4.0 -1.0 0.50
10.0 -3.0 -1.0 0.77
40.0 -13.0 -1.0 0.81
20.0 2.0 1.0 1.26
30.0 -3.0 1.0 1.88
0.0 12.0 1.0 0.47
-5.0 -3.0 1.0 0.72
0.0 -8.0 -1.0 1.08
-35.0 0.0 -1.0 1.36
-10.0 0.0 1.0 0.80
35.0 0.0 1.0 0.52
-10.0 2.0 1.0 3.36
-10.0 7.0 1.0 0.39
35.0 4.0 1.0 1.21
-20.0 -3.0 1.0 0.60
40.0 7.0 1.0 1.00
15.0 12.0 1.0 0.72
-15.0 0.0 1.0 0.66
20.0 4.0 -1.0 1.76
0.0 2.0 -1.0 1.11
30.0 7.0 1.0 1.28
-40.0 17.0 1.0 0.53
5.0 2.0 -1.0 1.15
40.0 17.0 1.0 0.59
25.0 -8.0 -1.0 0.98
-30.0 -8.0 -1.0 0.64
-5.0 4.0 1.0 0.87
25.0 -3.0 -1.0 0.85
-30.0 4.0 -1.0 1.32
5.0 -3.0 -1.0 0.71
-30.0 7.0 1.0 0.81
5.0 -13.0 -1.0 0.82
25.0 17.0 1.0 0.61
-15.0 -8.0 -1.0 0.87
10.0 7.0 1.0 1.49
-15.0 -3.0 -1.0 0.72
10.0 0.0 -1.0 0.65
-45.0 7.0 -1.0 2.15
-15.0 -13.0 -1.0 0.83
-45.0 0.0 1.0 1.62
-20.0 2.0 1.0 0.83
30.0 12.0 -1.0 3.04
-40.0 12.0 1.0 0.90
10.0 -13.0 -1.0 0.69
35.0 2.0 -1.0 1.23
25.0 0.0 -1.0 0.68
-45.0 -3.0 -1.0 0.58
-20.0 -13.0 -1.0 0.98
20.0 12.0 1.0 1.42
20.0 17.0 1.0 1.91
-5.0 -13.0 -1.0 0.78
-15.0 7.0 1.0 0.96
20.0 0.0 -1.0 0.59
-45.0 2.0 -1.0 0.93
10.0 2.0 1.0 2.03
-30.0 -13.0 1.0 2.35
15.0 17.0 1.0 0.73
-10.0 4.0 1.0 0.46
-45.0 -13.0 1.0 0.38
-25.0 4.0 1.0 0.85
35.0 -13.0 -1.0 0.42
-30.0 0.0 1.0 0.83
-5.0 7.0 1.0 0.95
-20.0 7.0 1.0 1.39
15.0 0.0 -1.0 0.79
30.0 2.0 -1.0 0.78
-25.0 12.0 1.0 0.63
20.0 7.0 1.0 0.97
35.0 17.0 1.0 0.73
-15.0 4.0 1.0 1.39
-45.0 12.0 1.0 0.93
-30.0 12.0 1.0 0.97
0.0 17.0 1.0 2.10
15.0 2.0 -1.0 0.89
25.0 12.0 1.0 1.48
-20.0 12.0 1.0 0.48
15.0 -3.0 -1.0 0.64
25.0 -13.0 -1.0 0.48
5.0 -8.0 -1.0 0.57
10.0 17.0 1.0 0.90
30.0 -13.0 -1.0 0.76
-20.0 4.0 1.0 0.76
-45.0 -8.0 -1.0 0.50
40.0 4.0 1.0 0.68
-5.0 12.0 1.0 0.59
-40.0 -8.0 -1.0 0.95
10.0 4.0 1.0 0.52
30.0 0.0 -1.0 1.41
-20.0 -8.0 -1.0 0.63
-10.0 0.0 -1.0 1.52
5.0 4.0 1.0 1.51
-30.0 2.0 -1.0 0.90
40.0 -13.0 -1.0 0.67
-35.0 -3.0 -1.0 1.14
30.0 2.0 -1.0 0.91
-40.0 12.0 1.0 1.02
30.0 4.0 1.0 0.57
-20.0 -3.0 -1.0 0.88
40.0 -8.0 -1.0 0.48
0.0 4.0 1.0 0.70
25.0 4.0 -1.0 1.13
-5.0 -8.0 -1.0 0.66
-45.0 -3.0 -1.0 0.42
0.0 -8.0 -1.0 0.55
-5.0 0.0 1.0 0.74
-30.0 0.0 -1.0 1.52
40.0 7.0 1.0 0.56
-40.0 -8.0 -1.0 0.55
25.0 17.0 1.0 0.58
10.0 -3.0 -1.0 0.56
-40.0 7.0 -1.0 1.61
-35.0 12.0 1.0 2.25
-30.0 -8.0 -1.0 0.54
25.0 7.0 -1.0 1.65
35.0 7.0 1.0 0.71
5.0 0.0 -1.0 0.79
-25.0 2.0 -1.0 0.90
-15.0 -13.0 -1.0 0.65
20.0 17.0 1.0 1.04
-20.0 12.0 1.0 0.80
-15.0 -3.0 -1.0 1.92
-20.0 7.0 1.0 0.66
15.0 17.0 1.0 0.75
-25.0 17.0 1.0 0.57
-40.0 -13.0 -1.0 0.65
5.0 2.0 -1.0 0.83
0.0 17.0 1.0 0.43
-45.0 0.0 -1.0 0.50
20.0 2.0 -1.0 1.44
-10.0 7.0 1.0 0.38
-15.0 0.0 1.0 0.31
40.0 12.0 1.0 0.45
-10.0 -8.0 -1.0 0.56
25.0 -3.0 -1.0 0.73
5.0 -13.0 -1.0 0.61
-40.0 0.0 -1.0 0.90
-20.0 4.0 1.0 0.64
-5.0 4.0 1.0 0.47
0.0 12.0 1.0 0.50
15.0 -3.0 -1.0 1.86
-30.0 -3.0 -1.0 0.65
-15.0 7.0 1.0 0.41
-25.0 7.0 1.0 0.43
-30.0 4.0 1.0 0.42
30.0 -8.0 -1.0 0.66
-35.0 7.0 1.0 0.92
-10.0 12.0 1.0 0.62
25.0 2.0 -1.0 0.60
15.0 12.0 1.0 0.42
-15.0 4.0 1.0 0.75
-40.0 17.0 1.0 0.45
20.0 7.0 1.0 1.29
0.0 2.0 1.0 0.94
-40.0 2.0 1.0 1.45
-35.0 -8.0 -1.0 0.60
20.0 -3.0 -1.0 0.44
-45.0 2.0 -1.0 0.98
-15.0 2.0 1.0 1.02
-25.0 -3.0 1.0 1.48
40.0 17.0 1.0 0.91
0.0 -3.0 -1.0 1.17
30.0 0.0 -1.0 0.58
-10.0 -3.0 1.0 0.78
5.0 12.0 1.0 0.78
25.0 12.0 1.0 0.69
10.0 2.0 1.0 1.05
-40.0 4.0 1.0 1.82
20.0 12.0 1.0 0.69
15.0 -8.0 -1.0 0.59
25.0 -13.0 -1.0 0.53
30.0 -3.0 -1.0 0.40
-45.0 12.0 1.0 0.54
30.0 17.0 1.0 0.36
0.0 0.0 1.0 1.94
-35.0 17.0 1.0 0.72
-15.0 12.0 1.0 0.89
10.0 17.0 1.0 0.69
-35.0 2.0 1.0 1.48
-5.0 2.0 1.0 0.43
40.0 0.0 -1.0 1.03
35.0 0.0 1.0 1.78
-5.0 12.0 1.0 0.58
-45.0 -13.0 -1.0 0.62
10.0 -13.0 -1.0 0.63
30.0 12.0 1.0 0.70
15.0 -13.0 -1.0 0.46
-15.0 -8.0 -1.0 1.18
-30.0 12.0 1.0 0.46
20.0 4.0 1.0 0.34
-5.0 7.0 1.0 0.44
40.0 -3.0 -1.0 0.65
35.0 17.0 1.0 0.44
-25.0 12.0 1.0 0.47
-30.0 7.0 1.0 0.52
-25.0 -13.0 -1.0 0.72
25.0 -8.0 -1.0 0.68
-45.0 7.0 1.0 0.51
25.0 0.0 1.0 1.43
10.0 4.0 1.0 0.50
-5.0 -3.0 1.0 1.79
-30.0 17.0 1.0 0.47
-5.0 17.0 1.0 0.35
-45.0 17.0 1.0 0.88
-20.0 -13.0 -1.0 0.48
-25.0 4.0 1.0 1.12
-45.0 -8.0 -1.0 1.65
20.0 -8.0 -1.0 1.09
-10.0 4.0 1.0 0.48
15.0 2.0 1.0 0.33
35.0 -13.0 -1.0 0.75
0.0 -13.0 -1.0 1.95
5.0 -3.0 -1.0 1.31
-10.0 17.0 1.0 0.47
15.0 0.0 -1.0 0.74
35.0 4.0 -1.0 1.05
5.0 7.0 1.0 1.24
35.0 -3.0 -1.0 0.60
-25.0 -8.0 -1.0 0.77
-35.0 -13.0 -1.0 0.59
35.0 12.0 1.0 0.55
-25.0 0.0 1.0 0.56
10.0 0.0 -1.0 0.33
