Rod-and-frame experiment by Bart Alberts and Wim Verhagen, Sensorimotorlab Nijmegen 
Rod-and-frame task: a rod-and-frame stimulus is presented, and the participant has to indicate whether the rod is tilted counterclockwise (left arrow key, response=-1) or clockwise (right arrow key, response=1) with respect to the gravitational vertical.

subjectNr = 10;
nRepetitions = 10;
condition = tilt30;
location = v;
expDate = 2016_Feb_29_1539;
viewDistance_cm = 57;
35.0 -16.0 -1.0 0.46
15.0 14.0 1.0 0.50
-35.0 -1.0 -1.0 0.91
-10.0 14.0 1.0 0.60
-20.0 -11.0 -1.0 1.06
-5.0 -3.0 -1.0 0.97
-10.0 9.0 1.0 0.53
-35.0 -11.0 -1.0 0.65
-20.0 4.0 1.0 0.70
-35.0 4.0 1.0 0.44
-25.0 -6.0 1.0 0.67
40.0 9.0 1.0 0.45
-30.0 1.0 1.0 0.42
20.0 -11.0 -1.0 0.56
30.0 -16.0 -1.0 0.55
-45.0 -3.0 1.0 0.91
-15.0 -1.0 1.0 1.17
-25.0 9.0 1.0 0.45
-30.0 4.0 1.0 0.44
30.0 -11.0 -1.0 0.45
-45.0 -1.0 1.0 0.61
-25.0 4.0 1.0 0.40
-20.0 -6.0 1.0 0.63
-5.0 -6.0 -1.0 0.85
15.0 -6.0 1.0 1.71
30.0 -1.0 1.0 0.56
-30.0 14.0 1.0 0.64
5.0 -6.0 -1.0 0.53
35.0 -11.0 -1.0 0.43
5.0 14.0 1.0 0.52
-45.0 -11.0 -1.0 0.58
-30.0 -6.0 1.0 0.78
15.0 -1.0 1.0 0.68
20.0 -3.0 1.0 0.71
25.0 -6.0 1.0 0.54
10.0 -16.0 -1.0 0.58
-10.0 1.0 1.0 0.63
-5.0 4.0 1.0 0.56
-40.0 -11.0 -1.0 0.63
40.0 1.0 1.0 0.60
20.0 -6.0 1.0 1.09
10.0 -6.0 -1.0 0.44
-35.0 -1.0 1.0 0.80
20.0 1.0 1.0 0.46
-10.0 9.0 1.0 0.44
-30.0 1.0 1.0 0.53
10.0 9.0 1.0 1.15
-15.0 9.0 1.0 0.48
0.0 -3.0 -1.0 0.67
15.0 1.0 -1.0 0.51
10.0 -11.0 -1.0 0.42
-40.0 -6.0 -1.0 0.58
-25.0 9.0 1.0 0.55
30.0 -3.0 -1.0 0.89
-10.0 -16.0 -1.0 0.48
10.0 -3.0 -1.0 0.71
35.0 -6.0 -1.0 0.61
-15.0 -1.0 1.0 0.56
-30.0 -11.0 -1.0 1.29
-35.0 -16.0 -1.0 0.46
25.0 4.0 1.0 0.60
20.0 -1.0 1.0 0.78
-15.0 -6.0 1.0 0.56
25.0 14.0 1.0 0.76
-20.0 -16.0 -1.0 1.06
0.0 -11.0 -1.0 0.58
-45.0 1.0 1.0 1.20
-25.0 1.0 1.0 0.67
-20.0 9.0 1.0 0.72
40.0 -6.0 1.0 0.88
5.0 9.0 1.0 0.79
0.0 -6.0 -1.0 0.52
-10.0 -3.0 1.0 0.68
-5.0 9.0 1.0 0.58
-15.0 14.0 1.0 0.47
-5.0 -16.0 -1.0 0.61
20.0 -11.0 -1.0 0.79
-10.0 -11.0 -1.0 0.61
-15.0 -3.0 1.0 0.56
5.0 -1.0 -1.0 0.62
-25.0 14.0 1.0 0.53
-25.0 -1.0 1.0 0.59
-20.0 14.0 1.0 0.68
5.0 1.0 -1.0 1.00
-30.0 -3.0 1.0 0.66
35.0 -16.0 -1.0 0.91
35.0 14.0 1.0 0.63
40.0 14.0 1.0 0.48
30.0 -16.0 -1.0 0.96
5.0 -11.0 -1.0 0.67
10.0 4.0 -1.0 1.09
25.0 9.0 1.0 0.46
-20.0 -3.0 1.0 0.50
10.0 -1.0 -1.0 0.64
15.0 4.0 -1.0 0.53
-30.0 9.0 1.0 0.56
25.0 -16.0 -1.0 0.58
-35.0 14.0 1.0 0.62
35.0 -3.0 -1.0 0.60
-40.0 -16.0 -1.0 0.64
35.0 4.0 1.0 0.60
-40.0 14.0 1.0 0.51
-45.0 -6.0 -1.0 0.53
40.0 -3.0 1.0 0.62
-45.0 9.0 1.0 0.66
40.0 9.0 1.0 0.49
20.0 -16.0 -1.0 0.94
-15.0 1.0 1.0 0.57
-45.0 14.0 1.0 0.49
15.0 -16.0 -1.0 0.55
-45.0 -3.0 1.0 0.70
5.0 4.0 1.0 0.94
-10.0 4.0 1.0 0.59
30.0 4.0 1.0 0.59
-20.0 1.0 1.0 0.51
25.0 -3.0 1.0 1.22
-40.0 -1.0 1.0 0.75
20.0 9.0 1.0 0.74
-45.0 4.0 1.0 0.53
-5.0 -1.0 1.0 0.87
-20.0 -11.0 1.0 0.52
-40.0 9.0 1.0 0.52
40.0 -1.0 1.0 0.49
0.0 -16.0 -1.0 0.53
35.0 -1.0 1.0 1.16
-30.0 4.0 1.0 0.54
15.0 -3.0 -1.0 0.68
-10.0 -6.0 -1.0 0.73
5.0 -16.0 -1.0 0.46
15.0 14.0 1.0 0.82
30.0 1.0 -1.0 0.62
5.0 -3.0 -1.0 0.53
-5.0 -11.0 -1.0 0.37
0.0 4.0 1.0 0.65
-40.0 -3.0 -1.0 1.01
0.0 1.0 -1.0 0.73
25.0 -11.0 -1.0 0.82
-25.0 -11.0 -1.0 1.13
35.0 1.0 1.0 0.83
-10.0 14.0 1.0 0.47
10.0 1.0 1.0 1.28
-35.0 4.0 1.0 0.56
20.0 4.0 1.0 0.75
15.0 -11.0 1.0 1.00
35.0 9.0 1.0 0.50
-15.0 4.0 1.0 0.46
10.0 14.0 1.0 0.46
-45.0 -16.0 -1.0 0.93
-5.0 14.0 1.0 0.61
-35.0 1.0 1.0 0.57
30.0 14.0 1.0 0.57
25.0 1.0 1.0 0.77
-25.0 -3.0 -1.0 0.97
20.0 14.0 1.0 1.19
-5.0 -3.0 -1.0 2.01
-15.0 -11.0 -1.0 0.77
-20.0 -1.0 1.0 0.55
-40.0 4.0 1.0 1.75
30.0 -6.0 1.0 1.15
25.0 -1.0 1.0 1.23
-5.0 1.0 1.0 1.08
0.0 9.0 1.0 0.76
-30.0 -16.0 -1.0 0.68
-35.0 -11.0 1.0 1.04
-40.0 1.0 1.0 0.70
30.0 9.0 1.0 1.59
0.0 -1.0 -1.0 0.72
-25.0 -6.0 1.0 1.12
0.0 14.0 1.0 0.55
-35.0 -6.0 1.0 0.71
-20.0 4.0 1.0 0.47
-35.0 -3.0 1.0 0.56
40.0 -16.0 -1.0 0.68
15.0 9.0 1.0 0.57
-30.0 -1.0 1.0 0.54
40.0 -11.0 1.0 0.71
-15.0 -16.0 -1.0 0.59
-35.0 9.0 1.0 0.61
-25.0 -16.0 -1.0 0.86
40.0 4.0 1.0 0.85
-10.0 -1.0 1.0 1.64
-5.0 -16.0 -1.0 0.66
-25.0 -16.0 -1.0 1.15
20.0 -11.0 -1.0 0.50
-20.0 -1.0 1.0 0.84
20.0 14.0 1.0 0.66
40.0 1.0 1.0 1.28
-20.0 14.0 1.0 0.56
20.0 9.0 1.0 0.72
-40.0 -1.0 1.0 0.87
15.0 9.0 1.0 1.32
-40.0 -6.0 -1.0 1.47
-45.0 -6.0 -1.0 0.66
-35.0 -3.0 -1.0 1.14
-5.0 -6.0 -1.0 0.73
-5.0 4.0 1.0 0.68
40.0 14.0 1.0 0.53
-5.0 14.0 1.0 0.73
5.0 9.0 1.0 0.64
40.0 -16.0 -1.0 0.61
-25.0 4.0 1.0 0.60
40.0 -6.0 -1.0 1.23
10.0 9.0 1.0 1.17
0.0 14.0 1.0 0.58
25.0 4.0 1.0 0.82
-40.0 -3.0 -1.0 1.23
35.0 -6.0 -1.0 0.55
10.0 -1.0 -1.0 0.56
-15.0 -6.0 1.0 0.78
10.0 4.0 -1.0 0.84
35.0 4.0 -1.0 0.60
-35.0 14.0 1.0 0.55
0.0 -6.0 -1.0 0.60
-15.0 -11.0 -1.0 0.61
-10.0 1.0 1.0 0.56
10.0 -16.0 -1.0 0.62
-30.0 -1.0 1.0 0.69
5.0 -3.0 -1.0 0.54
0.0 -16.0 -1.0 0.53
5.0 -11.0 -1.0 0.49
10.0 -3.0 -1.0 0.69
15.0 -16.0 -1.0 0.49
5.0 1.0 -1.0 0.71
10.0 14.0 1.0 0.54
-35.0 1.0 1.0 1.04
-5.0 1.0 1.0 0.90
5.0 -16.0 -1.0 0.58
15.0 1.0 -1.0 0.60
10.0 -11.0 -1.0 0.45
0.0 1.0 1.0 1.55
-20.0 -6.0 1.0 0.69
-15.0 1.0 1.0 0.51
-20.0 -3.0 1.0 0.59
40.0 4.0 1.0 0.64
30.0 4.0 1.0 1.04
-40.0 14.0 1.0 0.79
-35.0 -1.0 1.0 0.81
30.0 -1.0 1.0 0.58
20.0 -3.0 1.0 0.67
-25.0 14.0 1.0 0.58
-25.0 -11.0 -1.0 1.78
-45.0 4.0 1.0 0.67
25.0 1.0 1.0 0.90
30.0 -3.0 1.0 0.81
-30.0 -6.0 1.0 0.83
-35.0 -16.0 1.0 2.28
0.0 -11.0 -1.0 0.63
15.0 -1.0 -1.0 0.56
0.0 -3.0 -1.0 0.56
0.0 9.0 1.0 0.70
-10.0 -16.0 -1.0 0.48
-40.0 9.0 1.0 0.69
10.0 1.0 -1.0 0.43
5.0 -6.0 -1.0 0.62
35.0 -1.0 -1.0 0.67
-25.0 9.0 1.0 0.52
-5.0 -3.0 -1.0 0.70
20.0 -16.0 -1.0 0.54
35.0 1.0 -1.0 0.83
30.0 -16.0 -1.0 0.64
35.0 14.0 1.0 0.78
-45.0 -16.0 -1.0 0.70
-5.0 -1.0 1.0 0.64
15.0 14.0 1.0 0.62
25.0 14.0 1.0 0.79
-10.0 14.0 1.0 0.76
40.0 -11.0 -1.0 0.65
30.0 -11.0 -1.0 0.51
-45.0 14.0 1.0 0.60
-30.0 14.0 1.0 0.52
20.0 1.0 -1.0 0.68
5.0 -1.0 -1.0 0.64
-20.0 -16.0 -1.0 1.18
-40.0 1.0 1.0 0.71
-35.0 -6.0 1.0 0.57
-15.0 -3.0 1.0 0.50
-15.0 9.0 1.0 0.56
35.0 -3.0 1.0 1.03
0.0 -1.0 1.0 1.19
-30.0 4.0 1.0 0.85
-30.0 9.0 1.0 1.40
-35.0 4.0 1.0 0.65
-25.0 -3.0 1.0 0.69
-10.0 -1.0 1.0 1.18
-10.0 -6.0 1.0 1.66
15.0 -6.0 -1.0 0.65
-30.0 -16.0 1.0 1.62
40.0 -1.0 1.0 2.00
-15.0 -16.0 -1.0 0.77
-45.0 9.0 1.0 0.81
30.0 -6.0 -1.0 1.37
-10.0 -11.0 -1.0 0.82
-10.0 4.0 1.0 0.68
30.0 14.0 1.0 0.86
20.0 -6.0 -1.0 0.63
20.0 4.0 1.0 0.85
40.0 9.0 1.0 0.54
-15.0 -1.0 1.0 0.55
25.0 -16.0 -1.0 0.58
-20.0 1.0 1.0 0.53
-10.0 9.0 1.0 0.47
0.0 4.0 1.0 0.64
5.0 4.0 1.0 1.67
-25.0 -6.0 1.0 0.72
15.0 -11.0 -1.0 0.52
40.0 -3.0 -1.0 0.75
-15.0 4.0 1.0 0.97
-30.0 -11.0 1.0 1.03
-5.0 9.0 1.0 0.59
5.0 14.0 1.0 0.61
35.0 -11.0 -1.0 0.71
25.0 -11.0 -1.0 0.51
-20.0 -11.0 1.0 1.10
25.0 -6.0 -1.0 0.55
-35.0 9.0 1.0 0.61
-10.0 -3.0 -1.0 0.81
-30.0 -3.0 1.0 1.79
-40.0 -16.0 -1.0 0.76
15.0 4.0 -1.0 0.81
10.0 -6.0 -1.0 0.69
-40.0 -11.0 -1.0 0.77
25.0 -3.0 -1.0 0.81
30.0 1.0 -1.0 1.29
25.0 9.0 1.0 0.90
-40.0 4.0 1.0 2.08
30.0 9.0 1.0 1.58
35.0 9.0 1.0 1.14
15.0 -3.0 -1.0 0.71
-35.0 -11.0 -1.0 0.54
20.0 -1.0 -1.0 0.68
-45.0 -11.0 -1.0 0.57
-45.0 -3.0 -1.0 0.99
-25.0 1.0 -1.0 0.99
25.0 -1.0 -1.0 0.91
-45.0 -1.0 -1.0 1.23
-25.0 -1.0 -1.0 1.47
-45.0 1.0 -1.0 1.50
-20.0 4.0 -1.0 1.47
35.0 -16.0 -1.0 0.77
-15.0 14.0 1.0 0.73
-5.0 -11.0 -1.0 0.41
-30.0 1.0 1.0 0.39
-20.0 9.0 1.0 0.69
30.0 9.0 1.0 0.61
-30.0 9.0 1.0 1.00
15.0 -1.0 1.0 1.68
-30.0 -1.0 1.0 0.64
-10.0 -3.0 1.0 2.37
-45.0 -6.0 1.0 1.09
30.0 -16.0 -1.0 2.08
5.0 1.0 -1.0 1.33
35.0 9.0 1.0 0.98
-15.0 1.0 1.0 0.74
20.0 -16.0 -1.0 1.04
30.0 4.0 1.0 0.78
-35.0 4.0 1.0 0.62
5.0 4.0 1.0 1.42
-15.0 -3.0 1.0 0.67
0.0 9.0 1.0 0.59
0.0 -3.0 -1.0 0.72
-20.0 4.0 1.0 0.65
10.0 -6.0 -1.0 0.48
0.0 4.0 1.0 0.47
-15.0 -11.0 -1.0 0.64
-45.0 -3.0 1.0 0.72
25.0 4.0 1.0 0.69
-35.0 -3.0 1.0 0.70
-30.0 -6.0 1.0 0.64
-40.0 9.0 1.0 0.71
0.0 -16.0 -1.0 0.65
0.0 -1.0 -1.0 0.73
-5.0 -11.0 -1.0 0.65
20.0 1.0 1.0 1.08
-20.0 -1.0 1.0 0.81
-35.0 -6.0 1.0 0.84
-25.0 -16.0 1.0 1.02
10.0 1.0 1.0 1.18
-5.0 1.0 1.0 0.70
-35.0 -1.0 1.0 0.65
30.0 -1.0 1.0 0.93
-30.0 4.0 1.0 0.66
-35.0 -16.0 -1.0 0.60
35.0 1.0 1.0 1.16
-10.0 9.0 1.0 0.61
30.0 14.0 1.0 0.62
-25.0 -1.0 1.0 1.36
5.0 -16.0 -1.0 0.54
20.0 14.0 1.0 1.59
40.0 -6.0 1.0 1.40
-10.0 -11.0 -1.0 0.87
-30.0 -3.0 1.0 0.72
15.0 14.0 1.0 1.44
25.0 -16.0 -1.0 0.52
5.0 14.0 1.0 0.54
35.0 14.0 1.0 0.55
10.0 4.0 -1.0 1.29
-20.0 9.0 1.0 0.58
-5.0 9.0 1.0 0.47
10.0 14.0 1.0 0.55
-10.0 1.0 1.0 0.51
-25.0 4.0 1.0 0.51
25.0 -11.0 -1.0 0.51
-40.0 1.0 1.0 0.55
-40.0 -1.0 1.0 0.53
40.0 14.0 1.0 0.65
-25.0 -11.0 1.0 1.04
-20.0 -6.0 1.0 2.28
-25.0 9.0 1.0 0.72
-15.0 -16.0 -1.0 0.62
-40.0 -11.0 -1.0 0.64
-10.0 -6.0 -1.0 0.64
10.0 -3.0 -1.0 0.46
-25.0 1.0 1.0 0.62
40.0 -1.0 1.0 0.64
40.0 -3.0 1.0 0.45
40.0 1.0 1.0 0.61
20.0 -1.0 1.0 1.28
35.0 -11.0 1.0 0.71
-10.0 -16.0 -1.0 0.82
-40.0 -3.0 1.0 1.31
-5.0 4.0 1.0 0.67
-30.0 -11.0 -1.0 0.70
-35.0 1.0 1.0 0.60
35.0 4.0 1.0 0.73
15.0 -6.0 -1.0 0.54
-30.0 1.0 1.0 0.57
-10.0 4.0 1.0 0.62
20.0 -11.0 -1.0 0.73
40.0 4.0 1.0 0.60
-45.0 9.0 1.0 0.41
25.0 -6.0 -1.0 1.18
10.0 9.0 1.0 0.61
-40.0 14.0 1.0 0.37
-15.0 4.0 1.0 0.68
-5.0 14.0 1.0 0.49
-45.0 -16.0 -1.0 0.74
-5.0 -16.0 -1.0 0.46
-30.0 -16.0 -1.0 0.65
-45.0 -11.0 -1.0 0.72
-45.0 -1.0 1.0 1.00
35.0 -6.0 -1.0 0.54
5.0 -6.0 -1.0 0.59
-10.0 -1.0 1.0 0.70
10.0 -16.0 -1.0 0.53
10.0 -1.0 -1.0 0.59
-45.0 4.0 1.0 1.83
25.0 -3.0 -1.0 0.43
-15.0 9.0 1.0 0.45
30.0 -3.0 -1.0 0.69
25.0 1.0 -1.0 1.12
10.0 -11.0 -1.0 0.69
-25.0 -3.0 1.0 0.59
25.0 -1.0 1.0 1.78
30.0 -6.0 1.0 0.75
35.0 -3.0 1.0 3.18
20.0 4.0 1.0 0.93
-30.0 14.0 1.0 0.92
-15.0 14.0 1.0 0.61
0.0 -6.0 -1.0 0.72
35.0 -16.0 -1.0 0.58
-20.0 -16.0 -1.0 0.68
-35.0 14.0 1.0 0.61
0.0 1.0 1.0 1.01
-20.0 -3.0 1.0 0.96
40.0 -11.0 -1.0 0.76
30.0 -11.0 -1.0 0.56
-5.0 -6.0 -1.0 1.22
35.0 -1.0 1.0 0.88
-5.0 -1.0 1.0 0.89
25.0 9.0 1.0 0.82
15.0 9.0 1.0 0.76
15.0 -16.0 -1.0 0.71
15.0 -3.0 -1.0 0.51
-20.0 1.0 -1.0 1.43
-5.0 -3.0 -1.0 0.72
-40.0 4.0 1.0 1.12
-25.0 14.0 1.0 0.71
-45.0 1.0 1.0 1.05
-25.0 -6.0 1.0 1.16
-40.0 -6.0 1.0 0.82
-10.0 14.0 1.0 0.58
15.0 4.0 -1.0 0.83
-20.0 -11.0 -1.0 0.61
20.0 -3.0 -1.0 0.71
5.0 -3.0 -1.0 0.69
40.0 9.0 1.0 0.62
40.0 -16.0 -1.0 1.03
-35.0 9.0 1.0 0.58
5.0 9.0 1.0 0.65
0.0 -11.0 -1.0 0.51
25.0 14.0 1.0 1.21
20.0 -6.0 -1.0 0.49
0.0 14.0 1.0 0.54
20.0 9.0 1.0 0.84
-40.0 -16.0 -1.0 0.83
-20.0 14.0 1.0 0.49
5.0 -11.0 -1.0 0.69
15.0 -11.0 -1.0 0.61
30.0 1.0 1.0 1.41
-15.0 -6.0 1.0 0.61
-35.0 -11.0 1.0 1.42
15.0 1.0 -1.0 0.49
-15.0 -1.0 1.0 0.63
-45.0 14.0 1.0 0.86
5.0 -1.0 -1.0 1.19
-5.0 4.0 1.0 1.16
-45.0 1.0 1.0 1.10
-30.0 -6.0 -1.0 0.86
30.0 4.0 1.0 0.75
-35.0 -6.0 -1.0 0.60
-35.0 -16.0 -1.0 0.57
-40.0 9.0 1.0 0.65
35.0 -16.0 -1.0 0.52
35.0 9.0 1.0 0.63
40.0 1.0 1.0 0.96
25.0 14.0 1.0 0.59
-40.0 -1.0 -1.0 1.35
-30.0 -11.0 -1.0 0.74
-40.0 1.0 1.0 0.73
35.0 1.0 1.0 0.84
35.0 -6.0 1.0 1.28
30.0 -1.0 1.0 1.95
-15.0 14.0 1.0 0.55
15.0 -3.0 -1.0 0.79
-30.0 -1.0 1.0 0.69
-30.0 -3.0 1.0 0.68
5.0 -1.0 -1.0 0.61
-5.0 1.0 1.0 0.52
40.0 4.0 1.0 0.71
20.0 -3.0 1.0 0.83
15.0 4.0 1.0 0.86
25.0 4.0 1.0 0.72
5.0 4.0 1.0 1.05
15.0 14.0 1.0 0.56
0.0 9.0 1.0 0.54
10.0 -16.0 -1.0 0.58
-15.0 4.0 1.0 0.58
-35.0 4.0 1.0 0.86
-20.0 14.0 1.0 0.52
-5.0 14.0 1.0 0.89
-15.0 -1.0 1.0 0.89
20.0 4.0 1.0 1.15
-20.0 -16.0 -1.0 0.75
-20.0 -3.0 1.0 0.65
-15.0 -11.0 -1.0 1.12
-45.0 -3.0 -1.0 1.16
10.0 9.0 1.0 0.64
-15.0 1.0 1.0 0.67
-25.0 -16.0 -1.0 0.61
10.0 -6.0 -1.0 0.52
-10.0 -11.0 -1.0 0.84
25.0 -6.0 -1.0 0.69
15.0 -1.0 -1.0 0.58
-10.0 14.0 1.0 0.75
-20.0 -1.0 1.0 0.74
-35.0 -11.0 -1.0 0.63
-20.0 4.0 1.0 0.59
0.0 1.0 1.0 1.25
40.0 -6.0 1.0 0.88
5.0 9.0 1.0 0.89
5.0 -6.0 -1.0 0.74
40.0 -11.0 -1.0 0.82
20.0 -6.0 -1.0 0.55
-20.0 -6.0 -1.0 1.54
10.0 14.0 1.0 0.55
35.0 -11.0 -1.0 0.55
-40.0 -11.0 -1.0 0.70
-5.0 -16.0 -1.0 0.50
-45.0 4.0 1.0 0.61
-5.0 -3.0 1.0 0.94
10.0 4.0 1.0 1.03
20.0 -1.0 -1.0 0.61
-35.0 9.0 1.0 0.90
25.0 9.0 1.0 1.48
35.0 -1.0 -1.0 0.67
-30.0 -16.0 -1.0 0.55
-45.0 14.0 1.0 0.73
40.0 -3.0 -1.0 0.82
-10.0 -1.0 1.0 1.54
0.0 -6.0 -1.0 0.59
40.0 9.0 1.0 0.77
-5.0 -6.0 -1.0 0.58
-35.0 1.0 1.0 0.70
30.0 -16.0 -1.0 0.54
5.0 14.0 1.0 0.80
40.0 14.0 1.0 0.62
-30.0 14.0 1.0 0.61
25.0 -3.0 -1.0 1.05
-10.0 1.0 1.0 0.74
20.0 14.0 1.0 0.65
-45.0 9.0 1.0 0.58
5.0 -16.0 -1.0 0.54
-40.0 -6.0 -1.0 0.75
15.0 9.0 1.0 1.19
-40.0 14.0 1.0 0.53
25.0 1.0 -1.0 0.77
-10.0 9.0 1.0 0.66
-25.0 1.0 1.0 0.66
5.0 -11.0 -1.0 0.57
35.0 4.0 1.0 0.95
20.0 -16.0 -1.0 0.64
0.0 14.0 1.0 0.61
-25.0 -11.0 -1.0 0.75
-35.0 -3.0 1.0 0.72
-25.0 14.0 1.0 0.66
-15.0 -3.0 1.0 0.60
0.0 4.0 1.0 0.66
25.0 -1.0 -1.0 0.60
-25.0 -1.0 -1.0 0.76
-25.0 4.0 1.0 0.45
25.0 -16.0 -1.0 0.51
-30.0 9.0 1.0 0.61
15.0 -16.0 -1.0 0.43
30.0 9.0 1.0 1.35
40.0 -16.0 -1.0 0.61
10.0 -1.0 -1.0 0.64
-40.0 4.0 1.0 0.91
-5.0 -1.0 1.0 0.62
-45.0 -1.0 1.0 0.73
-20.0 1.0 1.0 0.58
-5.0 9.0 1.0 0.66
15.0 1.0 -1.0 0.63
-5.0 -11.0 -1.0 0.42
20.0 -11.0 -1.0 0.43
0.0 -16.0 -1.0 0.41
-10.0 -3.0 1.0 0.83
-20.0 -11.0 1.0 0.61
-25.0 -3.0 1.0 0.63
-20.0 9.0 1.0 0.49
15.0 -11.0 -1.0 0.57
