Rod-and-frame experiment by Bart Alberts and Wim Verhagen, Sensorimotorlab Nijmegen 
Rod-and-frame task: a rod-and-frame stimulus is presented, and the participant has to indicate whether the rod is tilted counterclockwise (left arrow key, response=-1) or clockwise (right arrow key, response=1) with respect to the gravitational vertical.

subjectNr = 10;
nRepetitions = 10;
condition = tilt15;
location = v;
expDate = 2016_Feb_29_1436;
viewDistance_cm = 57;
15.0 -11.0 -1.0 0.45
10.0 -6.0 -1.0 0.38
-5.0 9.0 1.0 0.61
30.0 -1.0 -1.0 0.53
-20.0 -3.0 1.0 1.20
10.0 9.0 1.0 0.69
30.0 9.0 1.0 0.53
-15.0 14.0 1.0 0.50
-10.0 -1.0 1.0 0.69
-40.0 4.0 1.0 0.53
40.0 9.0 1.0 0.50
35.0 -16.0 -1.0 0.55
15.0 14.0 1.0 0.67
40.0 -3.0 -1.0 0.86
-10.0 9.0 1.0 0.52
-5.0 -1.0 -1.0 0.69
-40.0 -1.0 -1.0 1.50
-15.0 -11.0 -1.0 0.56
-15.0 -3.0 1.0 0.54
25.0 -16.0 -1.0 0.56
-30.0 -6.0 -1.0 0.75
-15.0 -3.0 1.0 0.82
-40.0 1.0 1.0 1.17
-45.0 -16.0 -1.0 0.49
5.0 14.0 1.0 0.46
5.0 -1.0 -1.0 0.62
-45.0 -6.0 -1.0 0.74
-25.0 -6.0 -1.0 0.47
-15.0 1.0 1.0 0.56
0.0 4.0 1.0 0.40
30.0 4.0 1.0 0.43
40.0 -6.0 -1.0 0.59
5.0 -11.0 -1.0 0.56
-15.0 -6.0 1.0 0.92
15.0 9.0 1.0 0.72
35.0 -3.0 -1.0 0.57
-45.0 9.0 1.0 0.75
-40.0 4.0 1.0 0.75
-45.0 -1.0 1.0 0.68
20.0 -16.0 -1.0 0.52
-40.0 -6.0 -1.0 0.49
25.0 9.0 1.0 1.10
10.0 -6.0 -1.0 0.43
-40.0 9.0 1.0 0.53
0.0 -16.0 -1.0 0.38
30.0 1.0 -1.0 1.35
-20.0 14.0 1.0 0.59
-10.0 -11.0 -1.0 0.90
-40.0 -3.0 1.0 0.98
35.0 -16.0 -1.0 0.41
20.0 -1.0 1.0 1.33
-40.0 -11.0 -1.0 0.43
25.0 -1.0 -1.0 0.67
-35.0 -6.0 -1.0 0.53
-20.0 4.0 1.0 0.56
-10.0 9.0 1.0 0.55
5.0 9.0 1.0 0.70
-15.0 -16.0 -1.0 0.45
-5.0 -3.0 -1.0 0.79
-40.0 -16.0 -1.0 0.50
25.0 14.0 1.0 0.55
15.0 -16.0 -1.0 0.63
-10.0 14.0 1.0 1.03
10.0 -1.0 -1.0 0.94
20.0 4.0 -1.0 0.89
5.0 4.0 1.0 0.90
0.0 -11.0 -1.0 0.60
-15.0 4.0 1.0 1.25
-15.0 14.0 1.0 0.53
-20.0 -3.0 1.0 0.64
40.0 14.0 1.0 0.68
0.0 -1.0 -1.0 1.31
-25.0 -11.0 -1.0 0.87
-30.0 14.0 1.0 0.65
-5.0 14.0 1.0 0.55
-45.0 -3.0 1.0 0.79
-5.0 -6.0 -1.0 0.50
40.0 -11.0 -1.0 0.46
-45.0 1.0 1.0 0.60
-15.0 -11.0 -1.0 0.65
25.0 4.0 1.0 0.74
0.0 -3.0 -1.0 0.61
15.0 4.0 1.0 0.66
-20.0 -1.0 1.0 1.40
5.0 1.0 -1.0 0.67
-30.0 1.0 -1.0 1.10
-15.0 9.0 1.0 0.56
-5.0 -11.0 -1.0 0.50
-10.0 -3.0 1.0 0.57
35.0 14.0 1.0 0.86
30.0 -6.0 -1.0 0.62
-30.0 9.0 1.0 0.74
-25.0 -16.0 -1.0 0.74
-25.0 -1.0 1.0 0.47
5.0 -16.0 -1.0 0.41
20.0 14.0 1.0 1.25
30.0 14.0 1.0 0.67
25.0 -3.0 -1.0 0.44
25.0 -6.0 -1.0 0.51
-15.0 -1.0 1.0 0.62
30.0 -3.0 1.0 0.92
15.0 -1.0 1.0 0.70
10.0 4.0 -1.0 0.91
10.0 14.0 1.0 0.56
0.0 14.0 1.0 0.58
5.0 -6.0 -1.0 0.62
-5.0 1.0 1.0 0.69
40.0 -1.0 1.0 1.04
-30.0 -11.0 -1.0 0.56
-40.0 14.0 1.0 0.76
35.0 9.0 1.0 0.57
15.0 -6.0 -1.0 0.55
-35.0 9.0 1.0 0.61
40.0 1.0 1.0 0.57
20.0 1.0 -1.0 0.62
5.0 -3.0 -1.0 0.48
-20.0 -16.0 -1.0 0.43
-30.0 4.0 1.0 0.78
10.0 -11.0 -1.0 0.60
-25.0 1.0 1.0 1.07
35.0 -11.0 -1.0 0.40
-10.0 -6.0 -1.0 0.97
-20.0 -11.0 -1.0 0.81
-10.0 -1.0 1.0 0.66
30.0 -16.0 -1.0 0.54
0.0 1.0 -1.0 1.50
20.0 -6.0 -1.0 0.48
10.0 9.0 1.0 0.79
35.0 -6.0 -1.0 0.67
-25.0 14.0 1.0 0.68
-10.0 4.0 1.0 0.64
-20.0 1.0 1.0 0.64
-40.0 -1.0 1.0 0.72
-25.0 4.0 1.0 0.46
35.0 1.0 1.0 0.54
20.0 -11.0 -1.0 0.63
-35.0 4.0 1.0 0.71
-35.0 -3.0 1.0 1.29
30.0 -11.0 -1.0 1.27
40.0 -16.0 -1.0 0.64
-30.0 -3.0 1.0 0.56
15.0 -11.0 -1.0 0.74
15.0 1.0 1.0 1.71
35.0 -1.0 -1.0 0.89
35.0 4.0 1.0 0.72
25.0 1.0 1.0 0.56
40.0 9.0 1.0 0.60
-35.0 -16.0 1.0 1.08
15.0 14.0 1.0 1.33
30.0 -1.0 1.0 0.88
-10.0 1.0 1.0 0.65
-5.0 4.0 1.0 0.89
-5.0 -1.0 1.0 0.73
-45.0 4.0 1.0 0.62
10.0 1.0 1.0 2.17
-5.0 -16.0 -1.0 0.49
25.0 -11.0 -1.0 0.66
30.0 9.0 1.0 0.66
-5.0 9.0 1.0 0.61
0.0 -6.0 -1.0 0.63
-30.0 -16.0 -1.0 0.43
-35.0 -1.0 1.0 0.64
-45.0 -11.0 -1.0 0.55
10.0 -3.0 -1.0 0.54
15.0 -3.0 -1.0 0.65
-20.0 9.0 1.0 0.61
20.0 9.0 1.0 0.74
-20.0 -6.0 1.0 0.51
-35.0 14.0 1.0 0.57
-25.0 9.0 1.0 0.40
-35.0 -11.0 1.0 0.66
-30.0 -1.0 1.0 0.47
40.0 4.0 1.0 0.79
-45.0 14.0 1.0 0.58
10.0 -16.0 -1.0 0.52
40.0 -3.0 -1.0 1.28
-35.0 1.0 1.0 0.73
0.0 9.0 1.0 0.54
-25.0 -3.0 1.0 0.42
-10.0 -16.0 -1.0 0.63
20.0 -3.0 1.0 1.85
40.0 1.0 1.0 1.17
-30.0 4.0 1.0 0.88
-30.0 9.0 1.0 0.64
25.0 -16.0 -1.0 0.74
-10.0 -3.0 1.0 0.89
15.0 -3.0 -1.0 1.05
0.0 1.0 1.0 1.06
-35.0 9.0 1.0 0.90
5.0 -11.0 -1.0 0.58
0.0 9.0 1.0 0.95
-35.0 -3.0 -1.0 1.14
35.0 -6.0 -1.0 0.68
30.0 14.0 1.0 0.73
-10.0 14.0 1.0 0.54
-30.0 -3.0 -1.0 0.70
-35.0 1.0 1.0 0.89
15.0 4.0 -1.0 0.60
-20.0 1.0 1.0 0.88
-25.0 -6.0 1.0 0.82
-25.0 -16.0 -1.0 1.04
-35.0 -1.0 1.0 1.49
30.0 -11.0 -1.0 0.53
-45.0 -11.0 -1.0 0.53
-45.0 4.0 1.0 0.69
-25.0 -11.0 -1.0 0.81
-20.0 14.0 1.0 0.67
-45.0 -16.0 -1.0 0.67
-35.0 -11.0 -1.0 1.01
-15.0 -16.0 -1.0 0.65
35.0 14.0 1.0 0.83
25.0 4.0 1.0 1.72
35.0 -16.0 -1.0 0.62
25.0 -6.0 -1.0 1.03
-40.0 4.0 1.0 0.70
-10.0 -11.0 -1.0 0.55
-10.0 -6.0 1.0 1.27
15.0 -6.0 -1.0 0.52
40.0 -1.0 1.0 0.82
35.0 -1.0 1.0 0.92
5.0 4.0 1.0 1.56
-40.0 -16.0 -1.0 0.70
35.0 -11.0 -1.0 0.59
30.0 4.0 1.0 1.13
5.0 -16.0 -1.0 0.43
-25.0 -1.0 1.0 0.68
30.0 -16.0 -1.0 0.59
20.0 14.0 1.0 0.53
-20.0 9.0 1.0 0.78
-10.0 -1.0 1.0 0.67
-25.0 1.0 1.0 1.45
-45.0 1.0 1.0 0.62
15.0 -11.0 -1.0 0.63
20.0 -11.0 -1.0 0.64
25.0 14.0 1.0 0.75
40.0 -16.0 -1.0 0.76
-30.0 -6.0 1.0 0.86
-45.0 -6.0 1.0 0.71
-10.0 -16.0 -1.0 0.45
-30.0 -11.0 1.0 1.68
-5.0 -16.0 -1.0 0.39
15.0 1.0 -1.0 0.67
0.0 14.0 1.0 0.56
25.0 1.0 1.0 0.95
30.0 -6.0 -1.0 0.68
-20.0 -3.0 1.0 0.98
40.0 -6.0 1.0 0.72
5.0 9.0 1.0 0.77
40.0 4.0 1.0 1.10
-10.0 4.0 1.0 0.66
-5.0 4.0 1.0 0.60
-20.0 -16.0 -1.0 0.84
10.0 1.0 -1.0 0.65
5.0 -6.0 -1.0 0.50
-40.0 14.0 1.0 0.83
0.0 -16.0 -1.0 0.53
20.0 9.0 -1.0 1.37
15.0 -16.0 -1.0 0.60
20.0 -6.0 -1.0 0.49
-45.0 14.0 1.0 0.57
5.0 -1.0 -1.0 0.36
10.0 -16.0 -1.0 0.43
-35.0 14.0 1.0 1.02
-20.0 -1.0 1.0 0.90
0.0 -1.0 -1.0 1.61
-10.0 9.0 1.0 0.64
-10.0 1.0 1.0 0.65
-5.0 1.0 1.0 0.63
20.0 -3.0 -1.0 1.06
25.0 -11.0 -1.0 0.77
-15.0 -1.0 1.0 0.77
10.0 -11.0 -1.0 0.67
-20.0 -6.0 1.0 0.90
-15.0 1.0 1.0 1.02
40.0 14.0 1.0 0.69
-45.0 -1.0 1.0 0.74
-5.0 14.0 1.0 0.54
0.0 4.0 1.0 0.82
10.0 -6.0 -1.0 0.68
-25.0 14.0 1.0 1.09
-25.0 -3.0 1.0 1.01
0.0 -6.0 -1.0 0.73
10.0 9.0 1.0 0.93
-35.0 4.0 1.0 0.79
25.0 -1.0 1.0 0.86
40.0 -3.0 1.0 0.64
15.0 -1.0 -1.0 1.11
30.0 1.0 -1.0 0.58
-20.0 -11.0 -1.0 1.64
-40.0 -3.0 1.0 0.89
-30.0 14.0 1.0 0.74
10.0 -3.0 -1.0 0.68
35.0 9.0 1.0 0.70
-5.0 -1.0 1.0 1.60
10.0 4.0 1.0 1.42
-45.0 9.0 1.0 0.76
40.0 9.0 1.0 0.75
20.0 1.0 -1.0 0.53
40.0 -11.0 -1.0 0.51
-40.0 1.0 1.0 0.71
-15.0 -11.0 -1.0 1.15
-5.0 9.0 1.0 0.64
-15.0 14.0 1.0 0.58
-35.0 -6.0 1.0 1.23
-15.0 -3.0 1.0 0.68
-15.0 -6.0 1.0 0.72
-45.0 -3.0 1.0 0.61
-15.0 9.0 1.0 0.57
35.0 4.0 1.0 0.53
-40.0 9.0 1.0 0.78
0.0 -11.0 -1.0 0.68
0.0 -3.0 -1.0 0.71
-15.0 4.0 1.0 0.79
-25.0 4.0 1.0 0.65
-30.0 -16.0 -1.0 0.47
-5.0 -6.0 -1.0 0.52
5.0 -3.0 -1.0 0.51
35.0 1.0 1.0 1.32
15.0 14.0 1.0 0.57
-25.0 9.0 1.0 0.54
-5.0 -3.0 -1.0 1.23
20.0 4.0 -1.0 1.38
25.0 9.0 1.0 0.83
20.0 -1.0 -1.0 0.81
-40.0 -1.0 -1.0 0.80
-30.0 1.0 -1.0 0.60
-20.0 4.0 1.0 0.77
10.0 14.0 1.0 0.78
15.0 9.0 1.0 0.95
20.0 -16.0 -1.0 0.54
10.0 -1.0 -1.0 0.53
35.0 -3.0 -1.0 0.70
30.0 -3.0 -1.0 0.45
25.0 -3.0 -1.0 0.46
5.0 14.0 1.0 0.63
-35.0 -16.0 -1.0 0.68
30.0 -1.0 -1.0 0.80
5.0 1.0 -1.0 1.16
-5.0 -11.0 -1.0 0.65
-40.0 -11.0 -1.0 0.75
-30.0 -1.0 1.0 0.66
30.0 9.0 1.0 0.99
-40.0 -6.0 -1.0 1.83
20.0 -3.0 -1.0 0.60
-35.0 -16.0 -1.0 1.41
-15.0 14.0 1.0 0.81
10.0 -11.0 -1.0 0.52
0.0 -16.0 -1.0 0.61
25.0 -3.0 -1.0 0.49
0.0 -11.0 -1.0 0.68
-45.0 4.0 1.0 1.20
-25.0 -1.0 1.0 0.78
40.0 1.0 1.0 0.78
15.0 -16.0 -1.0 0.59
5.0 -1.0 -1.0 0.82
-15.0 -16.0 -1.0 0.52
10.0 9.0 1.0 0.81
-35.0 14.0 1.0 0.74
0.0 -3.0 -1.0 0.99
0.0 -1.0 -1.0 1.10
-40.0 -11.0 -1.0 1.10
-35.0 1.0 1.0 1.35
15.0 4.0 1.0 1.99
35.0 14.0 1.0 0.77
-10.0 -3.0 1.0 0.78
-40.0 9.0 1.0 0.62
0.0 14.0 1.0 0.45
-30.0 1.0 1.0 0.62
-15.0 1.0 1.0 0.49
5.0 9.0 1.0 0.53
-10.0 -6.0 1.0 0.50
-20.0 -6.0 1.0 1.10
-45.0 -1.0 1.0 0.43
-25.0 9.0 1.0 0.44
35.0 9.0 1.0 0.61
5.0 14.0 1.0 0.48
25.0 -6.0 -1.0 0.81
-5.0 9.0 1.0 0.59
5.0 4.0 -1.0 0.86
5.0 -16.0 -1.0 0.49
-35.0 -11.0 -1.0 0.44
20.0 1.0 -1.0 2.07
-20.0 -1.0 1.0 0.59
-45.0 -16.0 -1.0 0.73
-5.0 1.0 1.0 0.77
20.0 14.0 1.0 0.60
40.0 -3.0 -1.0 1.07
-40.0 -6.0 -1.0 1.06
-25.0 -11.0 -1.0 0.96
30.0 -6.0 -1.0 1.01
-25.0 -6.0 1.0 0.80
-10.0 9.0 1.0 0.55
30.0 1.0 1.0 0.61
30.0 14.0 1.0 0.67
-40.0 14.0 1.0 0.65
20.0 9.0 1.0 0.77
-45.0 -11.0 -1.0 0.91
-10.0 1.0 -1.0 1.01
20.0 -11.0 1.0 1.85
15.0 1.0 1.0 0.83
-25.0 -3.0 1.0 1.39
25.0 -11.0 1.0 1.17
-30.0 9.0 1.0 0.59
40.0 -1.0 1.0 0.76
-25.0 14.0 1.0 0.56
-30.0 -1.0 1.0 1.19
-10.0 -16.0 -1.0 0.64
20.0 4.0 1.0 0.74
-10.0 4.0 1.0 0.72
40.0 14.0 1.0 0.67
35.0 1.0 1.0 0.75
-20.0 1.0 1.0 0.96
10.0 -6.0 -1.0 0.77
-20.0 4.0 1.0 0.67
-25.0 -16.0 1.0 1.07
5.0 -11.0 -1.0 0.69
-35.0 -6.0 1.0 0.77
5.0 1.0 1.0 1.42
40.0 -11.0 -1.0 1.03
25.0 -16.0 -1.0 0.58
-30.0 -16.0 -1.0 0.61
40.0 -16.0 -1.0 0.60
-40.0 -3.0 1.0 1.69
10.0 -1.0 -1.0 1.01
-45.0 -6.0 -1.0 0.98
35.0 -3.0 -1.0 1.03
-40.0 1.0 1.0 1.05
30.0 9.0 1.0 1.04
-15.0 -6.0 1.0 1.03
40.0 4.0 1.0 0.77
10.0 -3.0 -1.0 0.85
-15.0 -11.0 -1.0 0.76
-5.0 4.0 1.0 0.59
-10.0 14.0 1.0 0.63
-35.0 4.0 1.0 0.75
-20.0 14.0 1.0 0.53
-30.0 -11.0 1.0 0.79
10.0 4.0 1.0 1.53
-5.0 -16.0 -1.0 0.70
35.0 -16.0 -1.0 0.54
-20.0 -3.0 1.0 0.70
35.0 4.0 1.0 0.73
-20.0 9.0 1.0 0.65
30.0 -1.0 1.0 0.83
20.0 -1.0 1.0 1.31
-10.0 -1.0 1.0 1.08
30.0 -11.0 1.0 1.91
0.0 9.0 1.0 0.62
10.0 -16.0 -1.0 0.56
-25.0 4.0 1.0 0.97
30.0 -3.0 1.0 1.17
-15.0 -3.0 1.0 0.81
-5.0 -6.0 -1.0 0.90
25.0 4.0 1.0 0.69
-40.0 4.0 1.0 0.60
-35.0 -1.0 1.0 0.76
-20.0 -16.0 -1.0 0.68
25.0 1.0 1.0 0.77
15.0 -3.0 1.0 1.23
-5.0 -11.0 -1.0 0.61
20.0 -6.0 -1.0 0.61
30.0 -16.0 -1.0 0.77
-15.0 9.0 1.0 1.08
-30.0 4.0 1.0 0.94
35.0 -11.0 1.0 1.30
0.0 4.0 1.0 0.74
-15.0 -1.0 1.0 1.20
-45.0 1.0 1.0 0.77
20.0 -16.0 -1.0 0.64
30.0 4.0 1.0 0.63
-25.0 1.0 1.0 0.55
-45.0 -3.0 1.0 0.74
40.0 9.0 1.0 0.77
-5.0 14.0 1.0 0.56
25.0 -1.0 1.0 0.79
-15.0 4.0 1.0 0.87
-20.0 -11.0 1.0 0.67
0.0 -6.0 -1.0 1.34
-45.0 9.0 1.0 0.72
-40.0 -16.0 -1.0 0.66
5.0 -3.0 -1.0 0.78
25.0 14.0 1.0 0.72
35.0 -6.0 -1.0 0.73
35.0 -1.0 -1.0 1.97
-35.0 9.0 1.0 0.77
15.0 -11.0 -1.0 0.71
-30.0 -3.0 -1.0 1.74
-10.0 -11.0 -1.0 0.63
10.0 1.0 -1.0 0.74
0.0 1.0 1.0 1.19
25.0 9.0 1.0 1.50
-35.0 -3.0 -1.0 1.35
15.0 9.0 1.0 1.79
-5.0 -1.0 1.0 1.52
-40.0 -1.0 1.0 0.61
40.0 -6.0 1.0 0.94
10.0 14.0 1.0 0.53
-5.0 -3.0 1.0 0.88
15.0 14.0 1.0 0.96
5.0 -6.0 -1.0 0.76
15.0 -6.0 -1.0 0.75
15.0 -1.0 -1.0 0.91
-30.0 -6.0 -1.0 0.92
-30.0 14.0 1.0 0.54
-45.0 14.0 1.0 1.30
25.0 14.0 1.0 0.92
30.0 -11.0 -1.0 1.02
0.0 -3.0 -1.0 0.89
-35.0 -16.0 -1.0 0.98
-45.0 -1.0 1.0 1.20
-40.0 4.0 1.0 0.99
20.0 -1.0 1.0 1.14
-45.0 4.0 1.0 0.95
25.0 1.0 1.0 0.94
30.0 9.0 1.0 0.98
-30.0 -1.0 1.0 1.01
10.0 -1.0 -1.0 0.77
25.0 -16.0 -1.0 0.78
-10.0 1.0 1.0 0.80
-30.0 14.0 1.0 0.90
-15.0 1.0 1.0 1.04
5.0 -16.0 -1.0 0.83
-30.0 -3.0 -1.0 0.81
40.0 -16.0 -1.0 0.79
-35.0 -1.0 1.0 2.11
40.0 9.0 1.0 0.69
5.0 -3.0 -1.0 0.78
-45.0 -6.0 -1.0 0.89
-45.0 1.0 -1.0 1.11
-15.0 4.0 1.0 0.88
15.0 -11.0 -1.0 0.95
-35.0 4.0 1.0 1.01
0.0 -6.0 -1.0 0.96
25.0 -1.0 -1.0 1.06
40.0 14.0 -1.0 6.93
-30.0 -6.0 -1.0 1.53
-20.0 -11.0 -1.0 1.17
-40.0 -1.0 -1.0 1.70
-40.0 -6.0 -1.0 1.16
-25.0 14.0 1.0 0.68
20.0 -16.0 -1.0 0.65
5.0 4.0 1.0 0.76
20.0 1.0 1.0 1.05
5.0 14.0 1.0 0.79
-35.0 -6.0 -1.0 0.72
20.0 4.0 1.0 0.89
30.0 1.0 1.0 0.90
35.0 -3.0 1.0 0.74
15.0 -3.0 -1.0 0.87
0.0 -1.0 -1.0 1.45
-35.0 -3.0 -1.0 1.02
-20.0 -6.0 -1.0 0.88
25.0 -11.0 -1.0 0.70
30.0 4.0 1.0 0.65
-20.0 -1.0 1.0 0.63
15.0 9.0 1.0 1.21
0.0 14.0 1.0 0.56
-40.0 -3.0 1.0 0.79
-30.0 -11.0 -1.0 1.06
-10.0 -1.0 1.0 0.86
-35.0 -11.0 -1.0 0.77
-10.0 -3.0 1.0 0.74
-15.0 14.0 1.0 0.68
40.0 -1.0 1.0 0.76
35.0 14.0 1.0 0.54
-40.0 1.0 1.0 0.63
0.0 -16.0 -1.0 0.47
35.0 -6.0 -1.0 1.37
-10.0 -16.0 -1.0 0.51
-35.0 9.0 1.0 0.42
25.0 4.0 1.0 0.63
-20.0 14.0 1.0 0.55
15.0 14.0 1.0 0.43
30.0 -16.0 -1.0 0.50
10.0 1.0 -1.0 0.79
5.0 -1.0 -1.0 0.78
0.0 4.0 1.0 0.51
20.0 -11.0 -1.0 0.52
-5.0 -6.0 -1.0 0.77
-45.0 -3.0 1.0 1.33
-20.0 9.0 1.0 0.56
40.0 -11.0 -1.0 0.59
-15.0 -1.0 1.0 0.59
-15.0 -6.0 1.0 0.55
-25.0 -3.0 1.0 0.53
15.0 -6.0 -1.0 0.60
10.0 -6.0 -1.0 0.48
-20.0 -3.0 1.0 0.72
15.0 4.0 1.0 0.81
-20.0 4.0 1.0 0.48
-5.0 -16.0 -1.0 0.62
15.0 1.0 1.0 0.72
-15.0 -16.0 -1.0 0.45
-35.0 14.0 1.0 0.62
-10.0 4.0 1.0 0.56
15.0 -1.0 1.0 0.96
-45.0 -16.0 -1.0 0.53
40.0 4.0 1.0 0.43
-45.0 9.0 1.0 0.61
-25.0 -11.0 -1.0 0.44
35.0 -11.0 1.0 0.73
-20.0 -16.0 -1.0 0.50
5.0 9.0 1.0 0.84
-25.0 1.0 1.0 0.61
-10.0 -11.0 -1.0 0.75
-5.0 9.0 1.0 0.52
5.0 1.0 -1.0 1.00
-35.0 1.0 1.0 0.63
25.0 -6.0 -1.0 0.65
20.0 9.0 1.0 0.91
40.0 -3.0 1.0 0.85
35.0 1.0 1.0 0.71
10.0 4.0 1.0 0.57
-5.0 -1.0 1.0 0.55
-20.0 1.0 1.0 0.46
-25.0 -16.0 -1.0 1.27
-25.0 -6.0 1.0 0.91
-30.0 9.0 1.0 0.54
-25.0 4.0 1.0 0.40
35.0 -16.0 -1.0 0.72
-10.0 14.0 1.0 0.76
-15.0 -11.0 1.0 0.65
-30.0 -16.0 1.0 0.73
20.0 14.0 1.0 0.73
0.0 -11.0 -1.0 0.69
20.0 -6.0 -1.0 0.56
35.0 -1.0 1.0 0.99
-30.0 4.0 1.0 0.58
-15.0 -3.0 1.0 0.75
-45.0 -11.0 1.0 0.64
