Rod-and-frame experiment by Bart Alberts and Wim Verhagen, Sensorimotorlab Nijmegen 
Rod-and-frame task: a rod-and-frame stimulus is presented, and the participant has to indicate whether the rod is tilted counterclockwise (left arrow key, response=-1) or clockwise (right arrow key, response=1) with respect to the gravitational vertical.

subjectNr = 7;
nRepetitions = 10;
condition = tilt30;
location = v;
expDate = 2016_Mar_29_1114;
viewDistance_cm = 57;
35.0 8.0 1.0 0.52
35.0 11.0 1.0 0.52
25.0 11.0 1.0 0.79
-5.0 1.0 1.0 0.56
20.0 4.0 -1.0 0.69
30.0 -9.0 -1.0 0.48
15.0 11.0 1.0 0.64
-40.0 16.0 1.0 0.54
30.0 4.0 -1.0 0.52
5.0 -4.0 -1.0 0.52
40.0 16.0 1.0 0.95
35.0 16.0 1.0 0.54
25.0 4.0 -1.0 0.50
30.0 16.0 -1.0 0.52
-20.0 1.0 -1.0 0.47
40.0 8.0 -1.0 0.56
-30.0 1.0 -1.0 0.58
-10.0 16.0 1.0 0.52
-30.0 -9.0 -1.0 0.55
40.0 11.0 1.0 0.59
-40.0 11.0 1.0 0.50
-15.0 8.0 1.0 0.46
10.0 16.0 1.0 0.45
0.0 16.0 1.0 0.46
40.0 4.0 -1.0 0.60
10.0 6.0 -1.0 0.48
0.0 -9.0 -1.0 0.51
-15.0 21.0 1.0 0.54
-45.0 8.0 1.0 0.79
-15.0 11.0 1.0 0.53
20.0 16.0 1.0 0.49
20.0 -9.0 -1.0 0.51
40.0 -4.0 -1.0 0.46
-5.0 -9.0 -1.0 0.42
15.0 1.0 -1.0 0.51
-15.0 -9.0 -1.0 0.55
25.0 6.0 -1.0 0.47
-30.0 16.0 1.0 0.71
-45.0 11.0 1.0 0.52
-40.0 16.0 1.0 0.50
-20.0 1.0 -1.0 0.87
5.0 8.0 1.0 0.48
25.0 21.0 1.0 0.55
-30.0 -4.0 -1.0 0.52
-10.0 21.0 1.0 0.52
25.0 -4.0 -1.0 0.51
0.0 6.0 1.0 0.50
40.0 6.0 -1.0 0.59
-35.0 8.0 1.0 0.90
-25.0 21.0 1.0 0.48
10.0 -4.0 -1.0 0.53
30.0 16.0 1.0 0.57
15.0 8.0 -1.0 0.53
35.0 1.0 -1.0 0.49
-5.0 11.0 1.0 0.52
-40.0 8.0 1.0 0.72
-5.0 4.0 1.0 0.47
25.0 11.0 1.0 0.47
-30.0 21.0 1.0 0.54
25.0 8.0 -1.0 0.58
25.0 1.0 -1.0 0.52
10.0 8.0 1.0 1.04
-25.0 6.0 1.0 0.61
-15.0 16.0 1.0 0.57
30.0 1.0 -1.0 0.69
-45.0 1.0 -1.0 0.43
10.0 21.0 1.0 0.43
35.0 16.0 1.0 0.56
-20.0 -4.0 -1.0 0.57
10.0 4.0 -1.0 0.52
-35.0 -4.0 -1.0 0.52
0.0 8.0 1.0 0.63
40.0 1.0 -1.0 0.50
-10.0 1.0 1.0 0.54
-25.0 11.0 1.0 0.47
10.0 1.0 -1.0 0.54
-25.0 4.0 1.0 0.57
-40.0 -9.0 -1.0 0.53
-40.0 1.0 1.0 1.22
-20.0 11.0 1.0 0.52
-35.0 16.0 1.0 0.51
35.0 11.0 1.0 0.48
-5.0 1.0 1.0 0.59
-45.0 4.0 -1.0 0.76
-25.0 16.0 1.0 0.51
-15.0 4.0 1.0 0.81
5.0 6.0 1.0 0.78
30.0 -9.0 -1.0 0.70
25.0 4.0 -1.0 0.51
-5.0 -4.0 -1.0 0.50
-30.0 6.0 1.0 0.49
30.0 -4.0 -1.0 0.72
-10.0 -9.0 -1.0 0.46
-40.0 -4.0 -1.0 0.57
5.0 -9.0 -1.0 0.45
-10.0 4.0 1.0 0.86
-40.0 21.0 1.0 0.48
30.0 6.0 1.0 0.48
-5.0 16.0 1.0 0.50
20.0 8.0 1.0 0.69
10.0 -9.0 -1.0 0.54
-30.0 1.0 -1.0 0.47
-45.0 21.0 1.0 0.52
40.0 -9.0 -1.0 0.51
-30.0 4.0 1.0 0.49
15.0 21.0 1.0 0.48
-45.0 -9.0 -1.0 0.58
0.0 4.0 1.0 0.46
20.0 1.0 -1.0 0.49
-5.0 8.0 1.0 0.47
5.0 11.0 1.0 0.43
-35.0 -9.0 -1.0 0.51
15.0 6.0 -1.0 0.67
5.0 4.0 -1.0 0.63
10.0 11.0 1.0 0.96
-40.0 4.0 1.0 0.81
15.0 11.0 1.0 0.78
-10.0 8.0 1.0 0.47
-20.0 16.0 1.0 0.45
-35.0 21.0 1.0 0.45
0.0 -4.0 -1.0 0.55
5.0 21.0 1.0 0.44
-20.0 -9.0 -1.0 0.53
-10.0 -4.0 -1.0 0.50
35.0 21.0 1.0 0.44
-25.0 -4.0 -1.0 0.52
-20.0 6.0 1.0 0.53
-5.0 21.0 1.0 0.44
15.0 4.0 -1.0 0.51
-45.0 6.0 -1.0 0.47
5.0 1.0 -1.0 0.51
-20.0 21.0 1.0 0.52
-20.0 4.0 1.0 0.75
-15.0 -4.0 1.0 0.48
40.0 8.0 1.0 0.50
-10.0 6.0 1.0 0.41
5.0 -4.0 -1.0 0.54
-15.0 1.0 -1.0 0.50
35.0 -4.0 1.0 0.46
-10.0 11.0 1.0 0.46
-35.0 11.0 1.0 0.49
15.0 -4.0 -1.0 0.58
35.0 8.0 -1.0 0.52
15.0 16.0 1.0 0.58
15.0 -9.0 -1.0 0.53
20.0 4.0 -1.0 0.53
20.0 11.0 1.0 0.70
30.0 21.0 1.0 0.53
40.0 16.0 1.0 0.61
-15.0 6.0 1.0 0.48
35.0 6.0 1.0 0.49
0.0 21.0 1.0 0.48
-20.0 8.0 1.0 0.51
-25.0 -9.0 -1.0 0.71
-5.0 6.0 1.0 0.57
5.0 16.0 1.0 0.47
25.0 -9.0 -1.0 0.67
-40.0 6.0 -1.0 0.94
40.0 21.0 1.0 0.59
35.0 4.0 1.0 1.40
-45.0 16.0 1.0 0.47
0.0 1.0 1.0 0.75
-30.0 11.0 1.0 0.43
20.0 -4.0 1.0 0.46
30.0 4.0 -1.0 0.55
-25.0 8.0 1.0 0.51
-30.0 8.0 1.0 0.55
-45.0 -4.0 -1.0 0.48
-35.0 1.0 -1.0 0.47
-35.0 4.0 1.0 0.84
-35.0 6.0 1.0 0.52
35.0 -9.0 -1.0 0.47
-25.0 1.0 1.0 0.57
20.0 6.0 1.0 0.45
30.0 11.0 1.0 0.86
20.0 21.0 1.0 0.56
0.0 11.0 1.0 0.49
30.0 8.0 -1.0 0.73
25.0 16.0 -1.0 0.89
-30.0 4.0 -1.0 0.68
-5.0 8.0 1.0 0.54
-10.0 1.0 1.0 0.45
-45.0 8.0 1.0 0.52
-30.0 1.0 1.0 0.52
-15.0 11.0 1.0 0.62
-45.0 6.0 -1.0 0.52
-20.0 -4.0 -1.0 0.51
-25.0 -4.0 -1.0 0.46
15.0 4.0 -1.0 0.50
35.0 -9.0 -1.0 0.43
10.0 8.0 -1.0 0.47
-15.0 -4.0 -1.0 0.45
-35.0 6.0 -1.0 0.47
0.0 16.0 1.0 0.57
0.0 1.0 -1.0 0.65
-20.0 11.0 1.0 0.56
5.0 21.0 1.0 0.43
20.0 1.0 -1.0 0.56
-40.0 -4.0 -1.0 0.58
0.0 -9.0 -1.0 0.48
35.0 -4.0 -1.0 0.53
-40.0 4.0 -1.0 0.48
0.0 6.0 1.0 0.88
15.0 16.0 1.0 0.56
35.0 1.0 -1.0 0.55
-5.0 -4.0 -1.0 0.63
5.0 6.0 -1.0 0.59
25.0 8.0 -1.0 0.52
-20.0 -9.0 -1.0 0.47
-15.0 16.0 1.0 0.69
15.0 1.0 -1.0 0.58
25.0 -4.0 -1.0 0.44
-15.0 4.0 1.0 0.56
0.0 8.0 1.0 0.54
-15.0 21.0 1.0 0.54
30.0 1.0 -1.0 0.55
40.0 -9.0 -1.0 0.45
-25.0 8.0 -1.0 0.56
-20.0 8.0 -1.0 0.57
30.0 16.0 1.0 0.66
-40.0 -9.0 -1.0 0.56
30.0 -9.0 -1.0 0.48
40.0 1.0 -1.0 0.49
35.0 6.0 -1.0 0.56
25.0 4.0 -1.0 0.45
15.0 11.0 -1.0 0.43
35.0 4.0 -1.0 0.51
-5.0 4.0 -1.0 0.56
40.0 4.0 -1.0 0.58
10.0 6.0 -1.0 0.51
35.0 11.0 -1.0 0.52
-25.0 16.0 1.0 0.56
-30.0 16.0 1.0 0.52
40.0 8.0 1.0 0.82
25.0 11.0 1.0 0.59
-20.0 6.0 1.0 0.50
-45.0 -4.0 -1.0 0.85
-20.0 1.0 1.0 0.57
30.0 4.0 -1.0 0.49
-10.0 -9.0 -1.0 0.71
25.0 -9.0 -1.0 0.51
-15.0 -9.0 -1.0 0.71
15.0 21.0 1.0 0.53
-25.0 -9.0 -1.0 0.61
15.0 -4.0 -1.0 0.50
30.0 11.0 -1.0 0.51
-35.0 4.0 -1.0 0.49
-30.0 21.0 -1.0 0.49
0.0 -4.0 -1.0 0.53
30.0 6.0 -1.0 0.50
40.0 11.0 -1.0 0.70
-5.0 1.0 1.0 0.92
-25.0 6.0 1.0 0.51
-35.0 11.0 1.0 0.51
-45.0 16.0 1.0 0.59
20.0 6.0 -1.0 0.62
-20.0 21.0 1.0 0.51
-5.0 11.0 1.0 0.49
0.0 11.0 1.0 0.44
35.0 21.0 1.0 0.48
5.0 1.0 -1.0 0.66
-45.0 1.0 -1.0 0.49
15.0 -9.0 -1.0 0.45
20.0 8.0 -1.0 0.57
10.0 11.0 1.0 0.69
5.0 11.0 1.0 0.59
10.0 -9.0 -1.0 0.51
30.0 -4.0 -1.0 0.46
-45.0 11.0 -1.0 0.43
-20.0 16.0 1.0 0.60
0.0 4.0 1.0 0.74
-35.0 16.0 1.0 0.50
-10.0 -4.0 1.0 0.64
-10.0 11.0 1.0 0.44
-10.0 16.0 1.0 0.46
20.0 16.0 1.0 0.38
10.0 1.0 1.0 0.48
35.0 8.0 1.0 0.49
15.0 8.0 -1.0 0.67
-45.0 4.0 -1.0 0.57
-45.0 21.0 1.0 0.57
-15.0 1.0 -1.0 1.16
-30.0 -9.0 -1.0 0.47
-10.0 21.0 1.0 0.49
25.0 1.0 -1.0 0.64
40.0 6.0 -1.0 0.44
-40.0 1.0 -1.0 0.49
30.0 21.0 1.0 0.79
30.0 8.0 -1.0 0.76
20.0 11.0 -1.0 0.61
-40.0 8.0 -1.0 0.50
40.0 -4.0 -1.0 0.50
-10.0 4.0 1.0 0.88
-30.0 8.0 1.0 0.57
0.0 21.0 1.0 0.43
35.0 16.0 1.0 0.48
5.0 -4.0 -1.0 0.55
25.0 21.0 1.0 0.55
15.0 6.0 -1.0 0.51
5.0 -9.0 -1.0 0.50
25.0 6.0 -1.0 0.50
-5.0 21.0 1.0 0.69
-45.0 -9.0 -1.0 0.57
-35.0 1.0 1.0 0.83
-5.0 6.0 1.0 0.48
-40.0 21.0 1.0 0.95
40.0 16.0 1.0 0.42
-40.0 6.0 1.0 0.41
-35.0 -4.0 1.0 0.42
20.0 -9.0 -1.0 0.50
-25.0 11.0 1.0 0.49
10.0 21.0 1.0 0.50
-5.0 -9.0 -1.0 0.57
-30.0 11.0 1.0 0.54
-5.0 16.0 1.0 0.51
20.0 4.0 -1.0 0.51
-15.0 8.0 1.0 0.45
-25.0 4.0 1.0 0.49
5.0 4.0 1.0 0.70
10.0 -4.0 -1.0 0.55
-15.0 6.0 1.0 0.60
-20.0 4.0 1.0 0.56
-40.0 11.0 1.0 0.49
5.0 16.0 1.0 0.50
-10.0 6.0 1.0 0.48
20.0 -4.0 -1.0 0.66
20.0 21.0 1.0 0.51
-30.0 -4.0 -1.0 0.44
-10.0 8.0 1.0 0.46
40.0 21.0 1.0 0.43
-35.0 8.0 1.0 0.47
10.0 16.0 1.0 0.47
5.0 8.0 1.0 0.40
-25.0 21.0 1.0 0.54
-40.0 16.0 1.0 0.47
-25.0 1.0 1.0 0.46
10.0 4.0 -1.0 0.77
-35.0 21.0 1.0 0.52
-35.0 -9.0 -1.0 0.56
-30.0 6.0 1.0 0.50
25.0 16.0 1.0 0.55
0.0 1.0 -1.0 1.06
10.0 -4.0 -1.0 0.64
20.0 -9.0 -1.0 0.49
0.0 16.0 1.0 0.59
-40.0 16.0 1.0 0.54
40.0 11.0 1.0 0.82
0.0 4.0 1.0 0.51
35.0 8.0 1.0 1.02
5.0 -4.0 -1.0 0.55
5.0 16.0 -1.0 0.63
-30.0 16.0 1.0 1.03
-15.0 11.0 1.0 0.55
-10.0 -4.0 1.0 0.98
-15.0 16.0 1.0 0.52
15.0 8.0 -1.0 0.68
-15.0 6.0 1.0 0.53
25.0 -4.0 -1.0 0.47
-45.0 21.0 1.0 0.52
30.0 6.0 -1.0 0.46
15.0 -4.0 -1.0 0.60
5.0 1.0 -1.0 0.61
-25.0 21.0 1.0 0.56
40.0 21.0 1.0 0.47
-20.0 11.0 1.0 0.55
40.0 6.0 1.0 0.56
-20.0 6.0 1.0 0.46
-40.0 4.0 1.0 0.48
30.0 8.0 1.0 0.52
-35.0 16.0 1.0 0.47
-10.0 6.0 1.0 0.61
-25.0 1.0 1.0 0.50
-45.0 1.0 1.0 0.46
-35.0 21.0 1.0 0.44
-40.0 1.0 1.0 0.46
35.0 -4.0 1.0 0.49
15.0 11.0 1.0 0.43
-25.0 16.0 1.0 0.40
-5.0 -9.0 1.0 1.24
-45.0 4.0 1.0 0.43
-35.0 4.0 1.0 0.78
-30.0 11.0 1.0 0.51
10.0 6.0 -1.0 0.63
-40.0 -9.0 -1.0 0.59
30.0 11.0 1.0 0.55
30.0 1.0 -1.0 0.57
0.0 11.0 1.0 0.54
-5.0 16.0 1.0 0.50
30.0 -9.0 -1.0 0.55
-5.0 4.0 1.0 0.50
-40.0 8.0 1.0 0.55
-35.0 8.0 1.0 0.50
-45.0 -4.0 1.0 0.48
-40.0 6.0 1.0 0.51
25.0 4.0 1.0 0.50
5.0 8.0 1.0 0.64
20.0 1.0 1.0 0.43
-15.0 21.0 1.0 0.66
-25.0 4.0 1.0 0.62
5.0 6.0 -1.0 0.90
-35.0 1.0 -1.0 0.50
-20.0 -9.0 1.0 0.50
-30.0 1.0 -1.0 0.50
0.0 8.0 1.0 0.80
35.0 11.0 1.0 0.67
-40.0 11.0 1.0 0.59
5.0 4.0 1.0 1.06
-20.0 21.0 1.0 0.54
20.0 11.0 -1.0 0.92
40.0 4.0 -1.0 0.46
10.0 1.0 -1.0 0.51
30.0 16.0 1.0 0.83
-25.0 11.0 1.0 0.55
-30.0 21.0 1.0 0.46
5.0 -9.0 -1.0 0.71
-15.0 4.0 1.0 0.58
0.0 -4.0 -1.0 0.49
-10.0 11.0 1.0 0.58
-15.0 8.0 1.0 0.58
-30.0 -4.0 -1.0 0.65
10.0 16.0 1.0 0.53
-45.0 16.0 1.0 0.49
-40.0 21.0 1.0 0.42
10.0 11.0 1.0 0.51
5.0 21.0 1.0 0.55
-20.0 4.0 1.0 0.42
30.0 -4.0 -1.0 0.67
-15.0 -4.0 -1.0 1.12
-25.0 6.0 1.0 0.68
-40.0 -4.0 1.0 0.90
25.0 11.0 1.0 0.67
35.0 1.0 1.0 0.52
-30.0 8.0 1.0 0.53
40.0 -9.0 1.0 0.54
30.0 4.0 1.0 0.58
-20.0 1.0 1.0 0.50
25.0 21.0 1.0 0.50
-10.0 -9.0 -1.0 0.73
35.0 16.0 1.0 0.64
40.0 -4.0 -1.0 0.86
15.0 4.0 -1.0 0.64
20.0 6.0 -1.0 0.51
-20.0 16.0 1.0 0.60
-15.0 -9.0 -1.0 0.71
-10.0 1.0 1.0 0.69
40.0 8.0 1.0 0.67
-5.0 6.0 1.0 0.53
25.0 6.0 1.0 0.46
-5.0 11.0 1.0 0.58
-20.0 -4.0 1.0 0.62
20.0 8.0 -1.0 0.69
20.0 4.0 -1.0 0.53
-30.0 -9.0 -1.0 0.53
-25.0 -9.0 -1.0 0.57
20.0 21.0 1.0 0.77
0.0 21.0 1.0 0.57
-5.0 1.0 -1.0 0.78
-35.0 -9.0 1.0 0.51
0.0 -9.0 1.0 0.55
10.0 -9.0 -1.0 0.61
-5.0 -4.0 1.0 0.96
-15.0 1.0 1.0 0.56
15.0 -9.0 1.0 1.03
25.0 8.0 1.0 0.78
35.0 21.0 1.0 0.70
10.0 21.0 1.0 0.64
-5.0 8.0 1.0 0.68
0.0 6.0 1.0 0.56
-5.0 21.0 1.0 0.58
15.0 1.0 -1.0 0.54
30.0 21.0 1.0 0.68
10.0 4.0 -1.0 0.58
15.0 21.0 1.0 0.65
-35.0 11.0 -1.0 0.88
-10.0 16.0 1.0 0.59
-30.0 6.0 1.0 0.57
-45.0 -9.0 -1.0 0.58
35.0 4.0 -1.0 0.66
25.0 1.0 -1.0 0.54
20.0 -4.0 -1.0 0.52
-25.0 8.0 -1.0 0.59
-20.0 8.0 1.0 0.53
35.0 -9.0 1.0 0.95
-45.0 8.0 1.0 0.57
25.0 -9.0 1.0 0.97
25.0 16.0 -1.0 1.53
20.0 16.0 1.0 1.13
10.0 8.0 1.0 1.16
15.0 16.0 1.0 1.02
15.0 6.0 -1.0 0.76
-10.0 4.0 1.0 0.67
-45.0 6.0 -1.0 0.88
-10.0 21.0 1.0 0.58
-35.0 -4.0 -1.0 1.07
35.0 6.0 -1.0 0.64
40.0 1.0 -1.0 0.76
-35.0 6.0 -1.0 0.67
5.0 11.0 1.0 0.72
-10.0 8.0 1.0 0.60
40.0 16.0 1.0 0.74
-45.0 11.0 1.0 0.53
-30.0 4.0 1.0 0.61
-25.0 -4.0 -1.0 1.23
-40.0 11.0 1.0 0.71
-45.0 -9.0 -1.0 0.54
40.0 -9.0 -1.0 0.46
-5.0 6.0 1.0 0.61
30.0 8.0 -1.0 0.46
25.0 -4.0 -1.0 0.47
-5.0 -9.0 -1.0 0.48
35.0 8.0 -1.0 0.50
30.0 21.0 1.0 0.55
10.0 21.0 1.0 0.49
35.0 21.0 1.0 0.47
25.0 8.0 -1.0 0.54
10.0 -9.0 -1.0 0.48
20.0 16.0 1.0 0.52
15.0 11.0 -1.0 0.55
-5.0 8.0 -1.0 0.48
25.0 16.0 1.0 0.48
-30.0 4.0 1.0 0.46
15.0 21.0 1.0 0.51
-35.0 1.0 -1.0 0.52
10.0 11.0 -1.0 0.55
20.0 -9.0 -1.0 0.50
10.0 1.0 -1.0 0.47
-35.0 11.0 -1.0 0.48
-30.0 -9.0 -1.0 0.45
-35.0 16.0 -1.0 0.44
5.0 16.0 1.0 0.45
-35.0 -9.0 -1.0 0.53
10.0 8.0 1.0 0.73
35.0 -4.0 -1.0 0.72
-30.0 8.0 1.0 0.70
-10.0 1.0 1.0 0.93
25.0 11.0 -1.0 0.70
-45.0 8.0 -1.0 0.60
25.0 4.0 -1.0 0.49
-20.0 4.0 -1.0 0.52
40.0 21.0 1.0 0.66
-20.0 -4.0 1.0 0.50
-25.0 -9.0 1.0 1.26
-40.0 6.0 1.0 0.48
-40.0 1.0 1.0 0.82
-5.0 11.0 1.0 0.51
-25.0 -4.0 -1.0 0.53
40.0 1.0 1.0 0.68
-40.0 -9.0 -1.0 0.81
20.0 11.0 -1.0 0.78
40.0 8.0 -1.0 0.55
-15.0 8.0 1.0 0.62
-45.0 11.0 1.0 0.46
-10.0 6.0 1.0 0.48
35.0 16.0 1.0 0.50
20.0 8.0 1.0 0.55
15.0 6.0 -1.0 0.59
-5.0 1.0 -1.0 1.11
-20.0 21.0 1.0 0.49
0.0 16.0 1.0 0.50
-30.0 11.0 1.0 0.52
0.0 8.0 1.0 0.49
0.0 21.0 1.0 0.49
-15.0 4.0 1.0 0.50
-15.0 21.0 1.0 0.47
-25.0 11.0 1.0 0.50
-15.0 1.0 1.0 0.47
5.0 -4.0 -1.0 0.73
5.0 -9.0 -1.0 0.53
10.0 -4.0 -1.0 0.60
-35.0 -4.0 -1.0 0.49
-30.0 16.0 1.0 0.62
40.0 11.0 1.0 0.76
-15.0 11.0 1.0 0.89
-10.0 -4.0 -1.0 1.06
-5.0 -4.0 -1.0 0.64
-25.0 16.0 1.0 0.57
-45.0 1.0 1.0 0.92
25.0 1.0 1.0 1.07
0.0 6.0 1.0 0.54
-15.0 -9.0 -1.0 0.70
15.0 -4.0 -1.0 0.49
20.0 6.0 -1.0 0.67
-40.0 4.0 -1.0 0.55
-15.0 6.0 1.0 0.78
30.0 -9.0 -1.0 0.92
10.0 16.0 1.0 0.52
0.0 -4.0 -1.0 0.84
-45.0 16.0 1.0 1.35
40.0 16.0 1.0 0.79
-30.0 21.0 1.0 1.00
10.0 4.0 1.0 0.74
-20.0 8.0 1.0 0.76
-45.0 -4.0 1.0 1.63
-35.0 6.0 1.0 0.58
-25.0 1.0 1.0 0.56
-30.0 6.0 1.0 0.50
-25.0 8.0 1.0 0.66
-30.0 1.0 1.0 0.52
-45.0 4.0 1.0 0.54
-15.0 16.0 1.0 0.55
-20.0 -9.0 1.0 0.62
-40.0 21.0 1.0 0.71
0.0 1.0 -1.0 1.35
-10.0 -9.0 -1.0 1.26
0.0 11.0 1.0 0.69
40.0 -4.0 -1.0 0.81
-35.0 21.0 1.0 0.53
30.0 -4.0 -1.0 1.71
35.0 11.0 1.0 1.53
25.0 -9.0 1.0 0.56
5.0 11.0 1.0 0.59
-20.0 1.0 1.0 0.62
-10.0 8.0 1.0 0.54
-35.0 4.0 1.0 0.68
-5.0 4.0 1.0 0.59
-10.0 21.0 1.0 0.43
-45.0 21.0 1.0 0.47
5.0 4.0 1.0 0.49
20.0 4.0 -1.0 0.88
0.0 -9.0 1.0 0.45
20.0 -4.0 -1.0 0.99
5.0 1.0 -1.0 0.73
5.0 8.0 -1.0 0.58
5.0 21.0 1.0 0.56
15.0 4.0 -1.0 0.57
25.0 21.0 1.0 0.51
-10.0 11.0 1.0 0.52
40.0 6.0 -1.0 0.54
-40.0 -4.0 -1.0 0.61
-40.0 8.0 -1.0 0.56
35.0 -9.0 -1.0 0.56
-20.0 6.0 -1.0 0.87
-30.0 -4.0 -1.0 0.64
20.0 1.0 -1.0 0.66
-5.0 21.0 1.0 1.02
-40.0 16.0 1.0 0.55
15.0 8.0 1.0 0.48
25.0 6.0 1.0 0.45
30.0 11.0 1.0 0.50
-25.0 6.0 1.0 0.51
-25.0 4.0 1.0 0.51
-45.0 6.0 1.0 0.44
