Rod-and-frame experiment by Bart Alberts and Wim Verhagen, Sensorimotorlab Nijmegen 
Rod-and-frame task: a rod-and-frame stimulus is presented, and the participant has to indicate whether the rod is tilted counterclockwise (left arrow key, response=-1) or clockwise (right arrow key, response=1) with respect to the gravitational vertical.

subjectNr = 7;
nRepetitions = 10;
condition = tilt15;
location = v;
expDate = 2016_Mar_29_1004;
viewDistance_cm = 57;
monitorSize_cm = [122, 67.5];
screenNr = 0;
monitorResolution = [1920, 1080];
monitorFrameRate = 60;

frameOri rodOri response reactionTime 
-35.0 4.0 -1.0 0.83
-5.0 6.0 1.0 0.57
-10.0 4.0 -1.0 0.82
15.0 -6.0 -1.0 0.54
-20.0 14.0 1.0 0.60
-15.0 -11.0 -1.0 0.69
40.0 4.0 -1.0 0.51
15.0 -1.0 -1.0 0.56
-25.0 14.0 1.0 0.65
40.0 19.0 1.0 0.61
-20.0 6.0 1.0 0.68
-10.0 6.0 1.0 0.45
10.0 14.0 1.0 0.47
30.0 19.0 1.0 0.56
20.0 -1.0 -1.0 0.55
20.0 2.0 -1.0 1.39
-40.0 9.0 1.0 0.52
-10.0 -11.0 -1.0 0.43
-10.0 14.0 1.0 0.51
-15.0 19.0 1.0 0.49
15.0 2.0 -1.0 0.46
40.0 -1.0 -1.0 0.44
-40.0 -1.0 -1.0 0.39
-20.0 2.0 -1.0 0.36
15.0 9.0 -1.0 0.46
-45.0 -1.0 -1.0 0.48
10.0 -11.0 -1.0 0.50
-45.0 14.0 1.0 0.53
-20.0 9.0 1.0 0.45
0.0 -11.0 -1.0 0.43
5.0 -1.0 -1.0 0.47
10.0 4.0 -1.0 0.41
-5.0 2.0 -1.0 0.87
-45.0 4.0 -1.0 0.50
35.0 -11.0 -1.0 1.13
5.0 9.0 1.0 0.72
-45.0 -6.0 -1.0 1.03
35.0 2.0 -1.0 0.39
20.0 9.0 1.0 0.69
25.0 14.0 1.0 0.54
-45.0 2.0 -1.0 0.67
20.0 -6.0 -1.0 0.61
15.0 6.0 1.0 0.64
20.0 14.0 1.0 0.50
15.0 -11.0 -1.0 0.42
-25.0 19.0 1.0 0.66
-10.0 9.0 1.0 0.51
-5.0 -6.0 -1.0 0.60
25.0 -11.0 -1.0 0.44
-25.0 -11.0 -1.0 0.49
-30.0 2.0 -1.0 0.43
30.0 9.0 1.0 1.05
25.0 4.0 -1.0 1.21
-40.0 -6.0 -1.0 0.51
-35.0 -11.0 -1.0 0.43
-20.0 -1.0 1.0 1.01
5.0 -11.0 -1.0 0.48
0.0 4.0 1.0 0.61
10.0 2.0 -1.0 0.84
-25.0 -1.0 -1.0 0.82
25.0 19.0 1.0 0.60
-5.0 4.0 1.0 1.55
-30.0 -6.0 -1.0 0.66
-15.0 -1.0 -1.0 1.09
10.0 19.0 1.0 0.57
-45.0 19.0 1.0 0.64
-20.0 -11.0 -1.0 0.56
40.0 2.0 -1.0 0.71
-20.0 19.0 1.0 0.55
20.0 -11.0 -1.0 0.56
20.0 4.0 -1.0 0.51
15.0 4.0 -1.0 0.52
-15.0 4.0 -1.0 0.56
35.0 6.0 -1.0 0.52
10.0 6.0 -1.0 0.70
-5.0 9.0 1.0 0.74
-30.0 -11.0 -1.0 0.52
-15.0 6.0 1.0 0.74
-10.0 -1.0 -1.0 0.78
-5.0 -11.0 -1.0 0.60
5.0 4.0 -1.0 0.74
-30.0 19.0 1.0 0.49
0.0 2.0 -1.0 1.38
-45.0 9.0 1.0 0.68
-45.0 -11.0 -1.0 0.50
5.0 19.0 -1.0 0.38
-15.0 2.0 -1.0 0.67
35.0 19.0 1.0 0.45
30.0 4.0 -1.0 0.52
-10.0 -6.0 -1.0 0.56
-25.0 9.0 1.0 0.50
-25.0 2.0 -1.0 0.68
30.0 6.0 1.0 0.39
-30.0 9.0 1.0 0.97
0.0 -6.0 -1.0 0.54
0.0 19.0 1.0 0.51
40.0 -11.0 -1.0 0.46
-5.0 19.0 1.0 0.51
30.0 -6.0 -1.0 0.53
-40.0 19.0 1.0 0.49
15.0 19.0 1.0 0.52
-40.0 4.0 -1.0 0.75
-40.0 -11.0 -1.0 0.53
40.0 6.0 1.0 0.56
0.0 -1.0 -1.0 0.48
-25.0 4.0 -1.0 0.56
-25.0 -6.0 -1.0 0.58
30.0 14.0 1.0 0.86
20.0 19.0 1.0 0.65
-20.0 -6.0 -1.0 0.59
0.0 14.0 1.0 0.57
20.0 6.0 -1.0 0.55
10.0 9.0 -1.0 0.76
-30.0 6.0 -1.0 0.80
-15.0 9.0 -1.0 0.61
-5.0 14.0 1.0 0.77
-25.0 6.0 1.0 0.78
-35.0 2.0 1.0 1.24
40.0 14.0 1.0 0.55
35.0 4.0 -1.0 1.64
-35.0 -6.0 -1.0 0.80
40.0 -6.0 -1.0 0.65
5.0 6.0 1.0 0.49
-10.0 2.0 1.0 0.52
35.0 -1.0 1.0 0.49
-35.0 9.0 1.0 0.57
-5.0 -1.0 1.0 0.70
35.0 14.0 1.0 0.50
-35.0 19.0 1.0 0.50
30.0 -11.0 -1.0 0.51
25.0 -6.0 -1.0 0.72
30.0 -1.0 -1.0 0.52
-35.0 -1.0 -1.0 0.46
-35.0 14.0 1.0 0.63
-20.0 4.0 1.0 0.53
5.0 2.0 -1.0 1.04
-45.0 6.0 1.0 0.77
-15.0 -6.0 -1.0 0.51
-10.0 19.0 1.0 0.46
-30.0 -1.0 1.0 0.67
-40.0 6.0 1.0 0.71
15.0 14.0 1.0 0.57
-35.0 6.0 1.0 0.53
-30.0 14.0 1.0 0.53
